PASSENGERS,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,AIRCRAFT_TYPE,MONTH,
215.00,OO,SkyWest Airlines Inc.,10627,BIS,Bismarck/Mandan, ND,13487,MSP,Minneapolis, MN,631,7,
216.00,DL,Delta Air Lines Inc.,14747,SEA,Seattle, WA,14869,SLC,Salt Lake City, UT,608,7,
216.00,9K,Cape Air,10589,BHB,Bar Harbor, ME,10721,BOS,Boston, MA,125,7,
216.00,OO,SkyWest Airlines Inc.,11977,GRB,Green Bay, WI,13930,ORD,Chicago, IL,631,7,
216.00,DL,Delta Air Lines Inc.,12266,IAH,Houston, TX,14869,SLC,Salt Lake City, UT,614,7,
216.00,UA,United Air Lines Inc.,11618,EWR,Newark, NJ,14122,PIT,Pittsburgh, PA,614,7,
217.00,AA,American Airlines Inc.,14122,PIT,Pittsburgh, PA,11057,CLT,Charlotte, NC,699,7,
217.00,UA,United Air Lines Inc.,11433,DTW,Detroit, MI,13930,ORD,Chicago, IL,612,7,
217.00,WN,Southwest Airlines Co.,12264,IAD,Washington, DC,10821,BWI,Baltimore, MD,612,7,
217.00,YX,Republic Airline,14683,SAT,San Antonio, TX,11618,EWR,Newark, NJ,673,7,
217.00,8V,Wright Air Service,10184,AET,Allakaket, AK,11630,FAI,Fairbanks, AK,416,7,
217.00,KS,Peninsula Airways Inc.,10917,CDB,Cold Bay, AK,10299,ANC,Anchorage, AK,432,7,
217.00,OH,PSA Airlines Inc.,14100,PHL,Philadelphia, PA,13577,MYR,Myrtle Beach, SC,631,7,
217.00,OH,PSA Airlines Inc.,12264,IAD,Washington, DC,11278,DCA,Washington, DC,629,7,
218.00,EV,ExpressJet Airlines LLC,13930,ORD,Chicago, IL,15412,TYS,Knoxville, TN,675,7,
218.00,DL,Delta Air Lines Inc.,14747,SEA,Seattle, WA,12892,LAX,Los Angeles, CA,623,7,
218.00,SY,Sun Country Airlines d/b/a MN Airlines,13487,MSP,Minneapolis, MN,15016,STL,St. Louis, MO,612,7,
218.00,NK,Spirit Air Lines,11298,DFW,Dallas/Fort Worth, TX,12266,IAH,Houston, TX,699,7,
218.00,NK,Spirit Air Lines,11618,EWR,Newark, NJ,11298,DFW,Dallas/Fort Worth, TX,699,7,
218.00,YX,Republic Airline,10994,CHS,Charleston, SC,11278,DCA,Washington, DC,673,7,
218.00,YX,Republic Airline,11292,DEN,Denver, CO,11267,DAY,Dayton, OH,673,7,
218.00,YX,Republic Airline,12124,HHH,Hilton Head, SC,12953,LGA,New York, NY,677,7,
218.00,YX,Republic Airline,14524,RIC,Richmond, VA,11618,EWR,Newark, NJ,677,7,
218.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,15096,SYR,Syracuse, NY,888,7,
218.00,AS,Alaska Airlines Inc.,12889,LAS,Las Vegas, NV,12892,LAX,Los Angeles, CA,634,7,
218.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,14098,PHF,Newport News/Williamsburg, VA,629,7,
218.00,OO,SkyWest Airlines Inc.,12892,LAX,Los Angeles, CA,14698,SBP,San Luis Obispo, CA,673,7,
218.00,OO,SkyWest Airlines Inc.,13930,ORD,Chicago, IL,10397,ATL,Atlanta, GA,673,7,
218.00,DL,Delta Air Lines Inc.,11267,DAY,Dayton, OH,11433,DTW,Detroit, MI,626,7,
219.00,EV,ExpressJet Airlines LLC,12884,LAN,Lansing, MI,13930,ORD,Chicago, IL,675,7,
219.00,UA,United Air Lines Inc.,12264,IAD,Washington, DC,12889,LAS,Las Vegas, NV,698,7,
219.00,G7,GoJet Airlines LLC d/b/a United Express,11637,FAR,Fargo, ND,11292,DEN,Denver, CO,631,7,
219.00,MQ,Envoy Air,10581,BGR,Bangor, ME,13930,ORD,Chicago, IL,673,7,
219.00,UA,United Air Lines Inc.,14321,PWM,Portland, ME,11618,EWR,Newark, NJ,694,7,
219.00,UA,United Air Lines Inc.,14570,RNO,Reno, NV,13930,ORD,Chicago, IL,612,7,
219.00,AA,American Airlines Inc.,14122,PIT,Pittsburgh, PA,11298,DFW,Dallas/Fort Worth, TX,655,7,
219.00,ZW,Air Wisconsin Airlines Corp,11637,FAR,Fargo, ND,11292,DEN,Denver, CO,629,7,
219.00,YV,Mesa Airlines Inc.,12266,IAH,Houston, TX,14122,PIT,Pittsburgh, PA,673,7,
219.00,DL,Delta Air Lines Inc.,13204,MCO,Orlando, FL,10397,ATL,Atlanta, GA,623,7,
220.00,EV,ExpressJet Airlines LLC,12992,LIT,Little Rock, AR,12266,IAH,Houston, TX,673,7,
220.00,YR,Grand Canyon Airlines Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines,11869,GCN,Grand Canyon, AZ,10661,BLD,Boulder City, NV,416,7,
220.00,UA,United Air Lines Inc.,10529,BDL,Hartford, CT,10721,BOS,Boston, MA,623,7,
220.00,UA,United Air Lines Inc.,10721,BOS,Boston, MA,13342,MKE,Milwaukee, WI,623,7,
220.00,UA,United Air Lines Inc.,10721,BOS,Boston, MA,14771,SFO,San Francisco, CA,623,7,
220.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,10529,BDL,Hartford, CT,623,7,
220.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,10620,BIL,Billings, MT,694,7,
220.00,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,Juneau, AK,14062,PEC,Pelican, AK,040,7,
220.00,MQ,Envoy Air,13930,ORD,Chicago, IL,10581,BGR,Bangor, ME,673,7,
220.00,MQ,Envoy Air,14524,RIC,Richmond, VA,11298,DFW,Dallas/Fort Worth, TX,673,7,
220.00,NK,Spirit Air Lines,10423,AUS,Austin, TX,12266,IAH,Houston, TX,699,7,
220.00,NK,Spirit Air Lines,13204,MCO,Orlando, FL,10423,AUS,Austin, TX,699,7,
220.00,YX,Republic Airline,12953,LGA,New York, NY,11042,CLE,Cleveland, OH,673,7,
220.00,UA,United Air Lines Inc.,13342,MKE,Milwaukee, WI,13930,ORD,Chicago, IL,623,7,
220.00,UA,United Air Lines Inc.,14635,RSW,Fort Myers, FL,13930,ORD,Chicago, IL,698,7,
220.00,KAT,Katmai Air,10245,AKN,King Salmon, AK,14468,RBH,Brooks Lodge, AK,035,7,
220.00,9E,Endeavor Air Inc.,10397,ATL,Atlanta, GA,10431,AVL,Asheville, NC,629,7,
220.00,OO,SkyWest Airlines Inc.,14683,SAT,San Antonio, TX,14869,SLC,Salt Lake City, UT,673,7,
220.00,9K,Cape Air,10620,BIL,Billings, MT,11879,GDV,Glendive, MT,125,7,
221.00,UA,United Air Lines Inc.,10721,BOS,Boston, MA,11618,EWR,Newark, NJ,627,7,
221.00,G4,Allegiant Air,14533,RIV,Riverside, CA,14197,POB,Fayetteville, NC,694,7,
221.00,MQ,Envoy Air,12915,LCH,Lake Charles, LA,11298,DFW,Dallas/Fort Worth, TX,675,7,
221.00,NK,Spirit Air Lines,10821,BWI,Baltimore, MD,14843,SJU,San Juan, PR,722,7,
221.00,NK,Spirit Air Lines,12889,LAS,Las Vegas, NV,11292,DEN,Denver, CO,699,7,
221.00,OH,PSA Airlines Inc.,11042,CLE,Cleveland, OH,11278,DCA,Washington, DC,631,7,
221.00,UA,United Air Lines Inc.,13264,MFR,Medford, OR,14771,SFO,San Francisco, CA,694,7,
221.00,UA,United Air Lines Inc.,15370,TUL,Tulsa, OK,12266,IAH,Houston, TX,888,7,
221.00,7H,Corvus Airlines Inc d/b/a Era Aviation d/b/a Ravn Alaska,14919,SNP,St. Paul, AK,10299,ANC,Anchorage, AK,483,7,
221.00,PT,Piedmont Airlines,11278,DCA,Washington, DC,11996,GSP,Greer, SC,675,7,
221.00,OO,SkyWest Airlines Inc.,13930,ORD,Chicago, IL,11057,CLT,Charlotte, NC,631,7,
221.00,DL,Delta Air Lines Inc.,11433,DTW,Detroit, MI,12478,JFK,New York, NY,624,7,
222.00,MQ,Envoy Air,14685,SAV,Savannah, GA,12953,LGA,New York, NY,676,7,
222.00,YX,Republic Airline,14321,PWM,Portland, ME,11618,EWR,Newark, NJ,673,7,
222.00,AA,American Airlines Inc.,14107,PHX,Phoenix, AZ,14570,RNO,Reno, NV,614,7,
222.00,OH,PSA Airlines Inc.,15412,TYS,Knoxville, TN,11278,DCA,Washington, DC,631,7,
222.00,C5,Commutair Aka Champlain Enterprises Inc.,11042,CLE,Cleveland, OH,11278,DCA,Washington, DC,675,7,
222.00,DL,Delta Air Lines Inc.,11298,DFW,Dallas/Fort Worth, TX,14869,SLC,Salt Lake City, UT,614,7,
222.00,DL,Delta Air Lines Inc.,14635,RSW,Fort Myers, FL,12953,LGA,New York, NY,694,7,
223.00,UA,United Air Lines Inc.,12266,IAH,Houston, TX,11697,FLL,Fort Lauderdale, FL,698,7,
223.00,UA,United Air Lines Inc.,12266,IAH,Houston, TX,13303,MIA,Miami, FL,634,7,
223.00,OH,PSA Airlines Inc.,11278,DCA,Washington, DC,10257,ALB,Albany, NY,631,7,
223.00,OO,SkyWest Airlines Inc.,13930,ORD,Chicago, IL,11413,DRO,Durango, CO,673,7,
224.00,UA,United Air Lines Inc.,12264,IAD,Washington, DC,13930,ORD,Chicago, IL,612,7,
224.00,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,Juneau, AK,14828,SIT,Sitka, AK,415,7,
224.00,KAH,Kenmore Air Harbor,13002,LKE,Seattle, WA,12652,KEH,Kenmore, WA,042,7,
224.00,NK,Spirit Air Lines,11298,DFW,Dallas/Fort Worth, TX,14679,SAN,San Diego, CA,699,7,
224.00,AA,American Airlines Inc.,10821,BWI,Baltimore, MD,12478,JFK,New York, NY,627,7,
224.00,AA,American Airlines Inc.,13303,MIA,Miami, FL,10821,BWI,Baltimore, MD,627,7,
224.00,UA,United Air Lines Inc.,14771,SFO,San Francisco, CA,11292,DEN,Denver, CO,698,7,
224.00,GV,Grant Aviation,11511,EGX,Egegik, AK,10245,AKN,King Salmon, AK,035,7,
224.00,OO,SkyWest Airlines Inc.,11413,DRO,Durango, CO,12892,LAX,Los Angeles, CA,631,7,
224.00,DL,Delta Air Lines Inc.,12953,LGA,New York, NY,13930,ORD,Chicago, IL,723,7,
225.00,YR,Grand Canyon Airlines Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines,10661,BLD,Boulder City, NV,11869,GCN,Grand Canyon, AZ,416,7,
225.00,SY,Sun Country Airlines d/b/a MN Airlines,15016,STL,St. Louis, MO,13487,MSP,Minneapolis, MN,612,7,
225.00,YX,Republic Airline,14100,PHL,Philadelphia, PA,13244,MEM,Memphis, TN,677,7,
225.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,10821,BWI,Baltimore, MD,698,7,
225.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,13930,ORD,Chicago, IL,627,7,
225.00,AA,American Airlines Inc.,14100,PHL,Philadelphia, PA,13204,MCO,Orlando, FL,694,7,
225.00,WN,Southwest Airlines Co.,11292,DEN,Denver, CO,11986,GRR,Grand Rapids, MI,612,7,
225.00,OO,SkyWest Airlines Inc.,13930,ORD,Chicago, IL,13502,MTJ,Montrose/Delta, CO,673,7,
226.00,UA,United Air Lines Inc.,10821,BWI,Baltimore, MD,12266,IAH,Houston, TX,698,7,
226.00,G4,Allegiant Air,14761,SFB,Sanford, FL,11995,GSO,Greensboro/High Point, NC,694,7,
226.00,NK,Spirit Air Lines,12266,IAH,Houston, TX,13495,MSY,New Orleans, LA,722,7,
226.00,AA,American Airlines Inc.,10721,BOS,Boston, MA,11298,DFW,Dallas/Fort Worth, TX,627,7,
226.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,10299,ANC,Anchorage, AK,889,7,
226.00,AA,American Airlines Inc.,13930,ORD,Chicago, IL,11298,DFW,Dallas/Fort Worth, TX,627,7,
227.00,EV,ExpressJet Airlines LLC,13930,ORD,Chicago, IL,10785,BTV,Burlington, VT,675,7,
227.00,UA,United Air Lines Inc.,12264,IAD,Washington, DC,14747,SEA,Seattle, WA,612,7,
227.00,MQ,Envoy Air,11618,EWR,Newark, NJ,13930,ORD,Chicago, IL,631,7,
227.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,13851,OKC,Oklahoma City, OK,699,7,
227.00,AA,American Airlines Inc.,13342,MKE,Milwaukee, WI,13930,ORD,Chicago, IL,887,7,
227.00,OH,PSA Airlines Inc.,14100,PHL,Philadelphia, PA,11042,CLE,Cleveland, OH,638,7,
227.00,PT,Piedmont Airlines,11278,DCA,Washington, DC,15096,SYR,Syracuse, NY,675,7,
227.00,OO,SkyWest Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,11233,CYS,Cheyenne, WY,631,7,
227.00,OO,SkyWest Airlines Inc.,13851,OKC,Oklahoma City, OK,11433,DTW,Detroit, MI,638,7,
227.00,OO,SkyWest Airlines Inc.,15370,TUL,Tulsa, OK,13487,MSP,Minneapolis, MN,631,7,
227.00,DL,Delta Air Lines Inc.,12892,LAX,Los Angeles, CA,11433,DTW,Detroit, MI,624,7,
228.00,WN,Southwest Airlines Co.,14771,SFO,San Francisco, CA,13232,MDW,Chicago, IL,612,7,
228.00,UA,United Air Lines Inc.,12266,IAH,Houston, TX,15304,TPA,Tampa, FL,698,7,
228.00,UA,United Air Lines Inc.,12758,KOA,Kona, HI,14771,SFO,San Francisco, CA,623,7,
228.00,NK,Spirit Air Lines,12451,JAX,Jacksonville, FL,11697,FLL,Fort Lauderdale, FL,699,7,
228.00,NK,Spirit Air Lines,12953,LGA,New York, NY,12451,JAX,Jacksonville, FL,699,7,
228.00,YX,Republic Airline,11278,DCA,Washington, DC,10994,CHS,Charleston, SC,673,7,
228.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,11618,EWR,Newark, NJ,637,7,
228.00,UA,United Air Lines Inc.,14107,PHX,Phoenix, AZ,14771,SFO,San Francisco, CA,698,7,
228.00,UA,United Air Lines Inc.,12264,IAD,Washington, DC,11618,EWR,Newark, NJ,624,7,
229.00,SY,Sun Country Airlines d/b/a MN Airlines,10590,IFP,Bullhead City, AZ,11003,CID,Cedar Rapids/Iowa City, IA,614,7,
229.00,YX,Republic Airline,12953,LGA,New York, NY,11986,GRR,Grand Rapids, MI,673,7,
229.00,UA,United Air Lines Inc.,14771,SFO,San Francisco, CA,13495,MSY,New Orleans, LA,698,7,
229.00,AS,Alaska Airlines Inc.,14908,SNA,Santa Ana, CA,14057,PDX,Portland, OR,612,7,
229.00,3E,Multi-Aero Inc. d/b/a Air Choice One,15016,STL,St. Louis, MO,10744,BRL,Burlington, IA,415,7,
229.00,9X,Southern Airways Express dba Mokulele Airlines,14122,PIT,Pittsburgh, PA,11684,FKL,Franklin/Oil City, PA,416,7,
230.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,12339,IND,Indianapolis, IN,699,7,
230.00,UA,United Air Lines Inc.,14869,SLC,Salt Lake City, UT,11618,EWR,Newark, NJ,698,7,
230.00,AS,Alaska Airlines Inc.,13930,ORD,Chicago, IL,14747,SEA,Seattle, WA,612,7,
231.00,EV,ExpressJet Airlines LLC,11298,DFW,Dallas/Fort Worth, TX,12266,IAH,Houston, TX,675,7,
231.00,EV,ExpressJet Airlines LLC,13930,ORD,Chicago, IL,11193,CVG,Cincinnati, OH,673,7,
231.00,AN,ADVANCED AIR LLC,14967,SQL,San Carlos, CA,14689,SBA,Santa Barbara, CA,479,7,
231.00,MQ,Envoy Air,11298,DFW,Dallas/Fort Worth, TX,11049,CLL,College Station/Bryan, TX,675,7,
231.00,MQ,Envoy Air,13930,ORD,Chicago, IL,11003,CID,Cedar Rapids/Iowa City, IA,673,7,
231.00,OH,PSA Airlines Inc.,11042,CLE,Cleveland, OH,14100,PHL,Philadelphia, PA,638,7,
231.00,UA,United Air Lines Inc.,13487,MSP,Minneapolis, MN,14771,SFO,San Francisco, CA,694,7,
231.00,WN,Southwest Airlines Co.,10821,BWI,Baltimore, MD,11193,CVG,Cincinnati, OH,614,7,
231.00,WN,Southwest Airlines Co.,12206,HRL,Harlingen/San Benito, TX,12191,HOU,Houston, TX,614,7,
231.00,WN,Southwest Airlines Co.,13342,MKE,Milwaukee, WI,13487,MSP,Minneapolis, MN,612,7,
231.00,DL,Delta Air Lines Inc.,13487,MSP,Minneapolis, MN,12264,IAD,Washington, DC,694,7,
232.00,G4,Allegiant Air,10693,BNA,Nashville, TN,15919,XNA,Fayetteville, AR,698,7,
232.00,UA,United Air Lines Inc.,11618,EWR,Newark, NJ,14869,SLC,Salt Lake City, UT,698,7,
232.00,UA,United Air Lines Inc.,14512,RFD,Rockford, IL,13930,ORD,Chicago, IL,623,7,
232.00,UA,United Air Lines Inc.,14771,SFO,San Francisco, CA,14512,RFD,Rockford, IL,623,7,
232.00,AS,Alaska Airlines Inc.,14747,SEA,Seattle, WA,13830,OGG,Kahului, HI,888,7,
232.00,GL,Miami Air International,12478,JFK,New York, NY,11146,CRW,Charleston/Dunbar, WV,614,7,
232.00,38Q,Key Lime Air Corporation,11292,DEN,Denver, CO,10221,AIA,Alliance, NE,455,7,
232.00,OO,SkyWest Airlines Inc.,13244,MEM,Memphis, TN,11292,DEN,Denver, CO,673,7,
233.00,G7,GoJet Airlines LLC d/b/a United Express,10721,BOS,Boston, MA,14492,RDU,Raleigh/Durham, NC,631,7,
233.00,OH,PSA Airlines Inc.,11042,CLE,Cleveland, OH,11057,CLT,Charlotte, NC,631,7,
233.00,9E,Endeavor Air Inc.,10431,AVL,Asheville, NC,10397,ATL,Atlanta, GA,629,7,
233.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,11996,GSP,Greer, SC,699,7,
233.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,14193,PNS,Pensacola, FL,631,7,
233.00,H6,Hageland Aviation Service,12853,KWN,Quinhagak, AK,10551,BET,Bethel, AK,416,7,
233.00,OO,SkyWest Airlines Inc.,13796,OAK,Oakland, CA,14107,PHX,Phoenix, AZ,631,7,
233.00,DL,Delta Air Lines Inc.,11775,FSD,Sioux Falls, SD,10397,ATL,Atlanta, GA,694,7,
234.00,UA,United Air Lines Inc.,11433,DTW,Detroit, MI,14771,SFO,San Francisco, CA,694,7,
234.00,AA,American Airlines Inc.,10299,ANC,Anchorage, AK,11298,DFW,Dallas/Fort Worth, TX,889,7,
234.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,14122,PIT,Pittsburgh, PA,655,7,
234.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,14570,RNO,Reno, NV,612,7,
234.00,AS,Alaska Airlines Inc.,14747,SEA,Seattle, WA,13930,ORD,Chicago, IL,612,7,
234.00,9K,Cape Air,11879,GDV,Glendive, MT,10620,BIL,Billings, MT,125,7,
234.00,DL,Delta Air Lines Inc.,11433,DTW,Detroit, MI,15304,TPA,Tampa, FL,698,7,
235.00,SY,Sun Country Airlines d/b/a MN Airlines,11973,GPT,Gulfport/Biloxi, MS,14027,PBI,West Palm Beach/Palm Beach, FL,612,7,
235.00,MQ,Envoy Air,13930,ORD,Chicago, IL,13577,MYR,Myrtle Beach, SC,631,7,
235.00,YX,Republic Airline,13244,MEM,Memphis, TN,13930,ORD,Chicago, IL,677,7,
235.00,OH,PSA Airlines Inc.,15096,SYR,Syracuse, NY,11057,CLT,Charlotte, NC,638,7,
235.00,3E,Multi-Aero Inc. d/b/a Air Choice One,13211,MCW,Mason City, IA,13487,MSP,Minneapolis, MN,415,7,
236.00,KS,Peninsula Airways Inc.,10917,CDB,Cold Bay, AK,14738,SDP,Sandpoint, AK,432,7,
236.00,G4,Allegiant Air,13983,OWB,Owensboro, KY,14761,SFB,Sanford, FL,694,7,
236.00,MQ,Envoy Air,13930,ORD,Chicago, IL,11618,EWR,Newark, NJ,631,7,
236.00,MQ,Envoy Air,13930,ORD,Chicago, IL,11996,GSP,Greer, SC,675,7,
236.00,YX,Republic Airline,14492,RDU,Raleigh/Durham, NC,11278,DCA,Washington, DC,673,7,
236.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,14908,SNA,Santa Ana, CA,612,7,
236.00,OO,SkyWest Airlines Inc.,11986,GRR,Grand Rapids, MI,13487,MSP,Minneapolis, MN,631,7,
236.00,OO,SkyWest Airlines Inc.,12902,LBL,Liberal, KS,14288,PUB,Pueblo, CO,629,7,
236.00,OO,SkyWest Airlines Inc.,13487,MSP,Minneapolis, MN,10627,BIS,Bismarck/Mandan, ND,631,7,
237.00,WN,Southwest Airlines Co.,13495,MSY,New Orleans, LA,15016,STL,St. Louis, MO,614,7,
237.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,13198,MCI,Kansas City, MO,698,7,
237.00,SY,Sun Country Airlines d/b/a MN Airlines,14027,PBI,West Palm Beach/Palm Beach, FL,11973,GPT,Gulfport/Biloxi, MS,612,7,
237.00,NK,Spirit Air Lines,15304,TPA,Tampa, FL,11433,DTW,Detroit, MI,722,7,
237.00,YX,Republic Airline,11278,DCA,Washington, DC,15016,STL,St. Louis, MO,677,7,
237.00,YX,Republic Airline,12339,IND,Indianapolis, IN,14100,PHL,Philadelphia, PA,677,7,
237.00,YX,Republic Airline,12953,LGA,New York, NY,11624,EYW,Key West, FL,677,7,
237.00,AA,American Airlines Inc.,12339,IND,Indianapolis, IN,11057,CLT,Charlotte, NC,699,7,
237.00,AA,American Airlines Inc.,14492,RDU,Raleigh/Durham, NC,11057,CLT,Charlotte, NC,696,7,
237.00,H6,Hageland Aviation Service,10551,BET,Bethel, AK,12853,KWN,Quinhagak, AK,416,7,
237.00,DL,Delta Air Lines Inc.,12478,JFK,New York, NY,14747,SEA,Seattle, WA,687,7,
238.00,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,Juneau, AK,14828,SIT,Sitka, AK,479,7,
238.00,G4,Allegiant Air,14492,RDU,Raleigh/Durham, NC,14761,SFB,Sanford, FL,694,7,
238.00,MQ,Envoy Air,14027,PBI,West Palm Beach/Palm Beach, FL,13303,MIA,Miami, FL,675,7,
238.00,NK,Spirit Air Lines,11697,FLL,Fort Lauderdale, FL,10158,ACY,Atlantic City, NJ,698,7,
238.00,YX,Republic Airline,14100,PHL,Philadelphia, PA,13360,MLB,Melbourne, FL,673,7,
238.00,AA,American Airlines Inc.,10397,ATL,Atlanta, GA,11298,DFW,Dallas/Fort Worth, TX,655,7,
238.00,AS,Alaska Airlines Inc.,14679,SAN,San Diego, CA,10423,AUS,Austin, TX,888,7,
238.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,13230,MDT,Harrisburg, PA,631,7,
239.00,WN,Southwest Airlines Co.,13871,OMA,Omaha, NE,12892,LAX,Los Angeles, CA,612,7,
239.00,EV,ExpressJet Airlines LLC,12945,LEX,Lexington, KY,13930,ORD,Chicago, IL,675,7,
239.00,04Q,Tradewind Aviation,13541,MVY,Martha's Vineyard, MA,15167,TEB,Teterboro, NJ,479,7,
239.00,UA,United Air Lines Inc.,12953,LGA,New York, NY,11233,CYS,Cheyenne, WY,698,7,
239.00,YX,Republic Airline,11042,CLE,Cleveland, OH,13930,ORD,Chicago, IL,677,7,
239.00,YX,Republic Airline,12339,IND,Indianapolis, IN,14635,RSW,Fort Myers, FL,677,7,
239.00,YX,Republic Airline,14635,RSW,Fort Myers, FL,12339,IND,Indianapolis, IN,677,7,
239.00,CP,Compass Airlines,10849,BZN,Bozeman, MT,14747,SEA,Seattle, WA,673,7,
239.00,DL,Delta Air Lines Inc.,12264,IAD,Washington, DC,12953,LGA,New York, NY,698,7,
239.00,DL,Delta Air Lines Inc.,12892,LAX,Los Angeles, CA,12478,JFK,New York, NY,627,7,
240.00,EV,ExpressJet Airlines LLC,10423,AUS,Austin, TX,12266,IAH,Houston, TX,675,7,
240.00,04Q,Tradewind Aviation,15167,TEB,Teterboro, NJ,13541,MVY,Martha's Vineyard, MA,479,7,
240.00,UA,United Air Lines Inc.,11618,EWR,Newark, NJ,13204,MCO,Orlando, FL,698,7,
240.00,UA,United Air Lines Inc.,11697,FLL,Fort Lauderdale, FL,12266,IAH,Houston, TX,698,7,
240.00,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,14828,SIT,Sitka, AK,12523,JNU,Juneau, AK,479,7,
240.00,SY,Sun Country Airlines d/b/a MN Airlines,11973,GPT,Gulfport/Biloxi, MS,14986,SRQ,Sarasota/Bradenton, FL,612,7,
240.00,YX,Republic Airline,13931,ORF,Norfolk, VA,11618,EWR,Newark, NJ,677,7,
240.00,AS,Alaska Airlines Inc.,12892,LAX,Los Angeles, CA,12889,LAS,Las Vegas, NV,634,7,
240.00,F9,Frontier Airlines Inc.,13204,MCO,Orlando, FL,11042,CLE,Cleveland, OH,694,7,
240.00,OO,SkyWest Airlines Inc.,11292,DEN,Denver, CO,15919,XNA,Fayetteville, AR,629,7,
240.00,OO,SkyWest Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,12266,IAH,Houston, TX,631,7,
240.00,DL,Delta Air Lines Inc.,12892,LAX,Los Angeles, CA,12173,HNL,Honolulu, HI,624,7,
241.00,WN,Southwest Airlines Co.,15370,TUL,Tulsa, OK,11259,DAL,Dallas, TX,614,7,
241.00,UA,United Air Lines Inc.,11618,EWR,Newark, NJ,10849,BZN,Bozeman, MT,612,7,
241.00,UA,United Air Lines Inc.,11618,EWR,Newark, NJ,12889,LAS,Las Vegas, NV,612,7,
241.00,SY,Sun Country Airlines d/b/a MN Airlines,14986,SRQ,Sarasota/Bradenton, FL,11973,GPT,Gulfport/Biloxi, MS,612,7,
241.00,G4,Allegiant Air,14108,PIA,Peoria, IL,10615,BIF,El Paso, TX,694,7,
241.00,MQ,Envoy Air,13930,ORD,Chicago, IL,15016,STL,St. Louis, MO,631,7,
241.00,NK,Spirit Air Lines,11292,DEN,Denver, CO,10423,AUS,Austin, TX,722,7,
241.00,UA,United Air Lines Inc.,14869,SLC,Salt Lake City, UT,12266,IAH,Houston, TX,612,7,
241.00,UA,United Air Lines Inc.,10299,ANC,Anchorage, AK,13930,ORD,Chicago, IL,627,7,
241.00,WN,Southwest Airlines Co.,12191,HOU,Houston, TX,14100,PHL,Philadelphia, PA,614,7,
241.00,F9,Frontier Airlines Inc.,13204,MCO,Orlando, FL,12951,LFT,Lafayette, LA,694,7,
241.00,9K,Cape Air,12197,HPN,White Plains, NY,13541,MVY,Martha's Vineyard, MA,125,7,
241.00,C5,Commutair Aka Champlain Enterprises Inc.,12397,ITH,Ithaca/Cortland, NY,12264,IAD,Washington, DC,675,7,
241.00,DL,Delta Air Lines Inc.,12478,JFK,New York, NY,13487,MSP,Minneapolis, MN,698,7,
241.00,DL,Delta Air Lines Inc.,13487,MSP,Minneapolis, MN,10792,BUF,Buffalo, NY,698,7,
242.00,WN,Southwest Airlines Co.,14747,SEA,Seattle, WA,14057,PDX,Portland, OR,612,7,
242.00,UA,United Air Lines Inc.,11618,EWR,Newark, NJ,11292,DEN,Denver, CO,698,7,
242.00,AN,ADVANCED AIR LLC,14689,SBA,Santa Barbara, CA,14967,SQL,San Carlos, CA,479,7,
242.00,AA,American Airlines Inc.,10423,AUS,Austin, TX,11298,DFW,Dallas/Fort Worth, TX,698,7,
242.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,13931,ORF,Norfolk, VA,655,7,
242.00,AS,Alaska Airlines Inc.,11630,FAI,Fairbanks, AK,14709,SCC,Deadhorse, AK,614,7,
242.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,11995,GSO,Greensboro/High Point, NC,656,7,
