PASSENGERS,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,AIRCRAFT_TYPE,MONTH,
242.00,DL,Delta Air Lines Inc.,10581,BGR,Bangor, ME,12478,JFK,New York, NY,624,7,
242.00,3F,Pacific Airways Inc.,15741,WFB,Ketchikan, AK,12253,HYL,Hollis, AK,040,7,
242.00,AA,American Airlines Inc.,14635,RSW,Fort Myers, FL,10994,CHS,Charleston, SC,694,7,
242.00,AA,American Airlines Inc.,14771,SFO,San Francisco, CA,12892,LAX,Los Angeles, CA,614,7,
242.00,AA,American Airlines Inc.,15412,TYS,Knoxville, TN,11057,CLT,Charlotte, NC,694,7,
242.00,YV,Mesa Airlines Inc.,15380,TVC,Traverse City, MI,12264,IAD,Washington, DC,631,7,
242.00,9X,Southern Airways Express dba Mokulele Airlines,11441,DUJ,DuBois, PA,10821,BWI,Baltimore, MD,416,7,
242.00,DL,Delta Air Lines Inc.,12953,LGA,New York, NY,14635,RSW,Fort Myers, FL,694,7,
243.00,UA,United Air Lines Inc.,10693,BNA,Nashville, TN,12266,IAH,Houston, TX,694,7,
243.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,10397,ATL,Atlanta, GA,655,7,
243.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,13891,ONT,Ontario, CA,655,7,
243.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,11618,EWR,Newark, NJ,627,7,
243.00,WN,Southwest Airlines Co.,12892,LAX,Los Angeles, CA,14122,PIT,Pittsburgh, PA,612,7,
243.00,9E,Endeavor Air Inc.,14457,RAP,Rapid City, SD,10397,ATL,Atlanta, GA,638,7,
243.00,PT,Piedmont Airlines,10980,CHA,Chattanooga, TN,11057,CLT,Charlotte, NC,675,7,
243.00,OO,SkyWest Airlines Inc.,13487,MSP,Minneapolis, MN,11986,GRR,Grand Rapids, MI,631,7,
243.00,DL,Delta Air Lines Inc.,12478,JFK,New York, NY,13487,MSP,Minneapolis, MN,624,7,
243.00,DL,Delta Air Lines Inc.,13487,MSP,Minneapolis, MN,12892,LAX,Los Angeles, CA,624,7,
244.00,SY,Sun Country Airlines d/b/a MN Airlines,10868,CAE,Columbia, SC,11973,GPT,Gulfport/Biloxi, MS,612,7,
244.00,SY,Sun Country Airlines d/b/a MN Airlines,11973,GPT,Gulfport/Biloxi, MS,10423,AUS,Austin, TX,614,7,
244.00,MQ,Envoy Air,13930,ORD,Chicago, IL,14193,PNS,Pensacola, FL,673,7,
244.00,MQ,Envoy Air,13930,ORD,Chicago, IL,15624,VPS,Valparaiso, FL,673,7,
244.00,YX,Republic Airline,12953,LGA,New York, NY,14100,PHL,Philadelphia, PA,673,7,
244.00,YX,Republic Airline,15919,XNA,Fayetteville, AR,11278,DCA,Washington, DC,673,7,
244.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,14831,SJC,San Jose, CA,888,7,
244.00,WN,Southwest Airlines Co.,13158,MAF,Midland/Odessa, TX,11540,ELP,El Paso, TX,612,7,
244.00,OO,SkyWest Airlines Inc.,13264,MFR,Medford, OR,10157,ACV,Arcata/Eureka, CA,629,7,
244.00,YV,Mesa Airlines Inc.,12264,IAD,Washington, DC,15380,TVC,Traverse City, MI,631,7,
244.00,DL,Delta Air Lines Inc.,12892,LAX,Los Angeles, CA,14057,PDX,Portland, OR,622,7,
245.00,WN,Southwest Airlines Co.,14831,SJC,San Jose, CA,11884,GEG,Spokane, WA,614,7,
245.00,YR,Grand Canyon Airlines Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines,11399,DQS,Whitmore, AZ,16428,L41,Marble Canyon, AZ,416,7,
245.00,UA,United Air Lines Inc.,11042,CLE,Cleveland, OH,12266,IAH,Houston, TX,614,7,
245.00,4B,Boutique Air,10140,ABQ,Albuquerque, NM,11085,CNM,Carlsbad, NM,479,7,
245.00,YX,Republic Airline,11618,EWR,Newark, NJ,13931,ORF,Norfolk, VA,677,7,
245.00,YX,Republic Airline,12266,IAH,Houston, TX,14683,SAT,San Antonio, TX,677,7,
245.00,AA,American Airlines Inc.,14100,PHL,Philadelphia, PA,15016,STL,St. Louis, MO,694,7,
245.00,UA,United Air Lines Inc.,13198,MCI,Kansas City, MO,12266,IAH,Houston, TX,888,7,
245.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,13871,OMA,Omaha, NE,614,7,
245.00,UA,United Air Lines Inc.,14869,SLC,Salt Lake City, UT,11292,DEN,Denver, CO,888,7,
245.00,F9,Frontier Airlines Inc.,13204,MCO,Orlando, FL,11996,GSP,Greer, SC,694,7,
245.00,9X,Southern Airways Express dba Mokulele Airlines,11684,FKL,Franklin/Oil City, PA,14122,PIT,Pittsburgh, PA,416,7,
245.00,DL,Delta Air Lines Inc.,14057,PDX,Portland, OR,12892,LAX,Los Angeles, CA,622,7,
246.00,WN,Southwest Airlines Co.,14771,SFO,San Francisco, CA,10423,AUS,Austin, TX,614,7,
246.00,B6,JetBlue Airways,13204,MCO,Orlando, FL,13933,ORH,Worcester, MA,694,7,
246.00,B6,JetBlue Airways,13933,ORH,Worcester, MA,13204,MCO,Orlando, FL,694,7,
246.00,UA,United Air Lines Inc.,12266,IAH,Houston, TX,12892,LAX,Los Angeles, CA,698,7,
246.00,UA,United Air Lines Inc.,12889,LAS,Las Vegas, NV,12264,IAD,Washington, DC,698,7,
246.00,UA,United Air Lines Inc.,12892,LAX,Los Angeles, CA,12266,IAH,Houston, TX,698,7,
246.00,G7,GoJet Airlines LLC d/b/a United Express,11433,DTW,Detroit, MI,11996,GSP,Greer, SC,631,7,
246.00,YX,Republic Airline,10721,BOS,Boston, MA,14635,RSW,Fort Myers, FL,673,7,
246.00,YX,Republic Airline,14635,RSW,Fort Myers, FL,10721,BOS,Boston, MA,673,7,
246.00,YX,Republic Airline,15016,STL,St. Louis, MO,11278,DCA,Washington, DC,677,7,
246.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,10693,BNA,Nashville, TN,614,7,
246.00,7H,Corvus Airlines Inc d/b/a Era Aviation d/b/a Ravn Alaska,10299,ANC,Anchorage, AK,13196,MCG,McGrath, AK,483,7,
246.00,OH,PSA Airlines Inc.,14193,PNS,Pensacola, FL,11057,CLT,Charlotte, NC,631,7,
246.00,OO,SkyWest Airlines Inc.,12441,JAC,Jackson, WY,14747,SEA,Seattle, WA,673,7,
246.00,DL,Delta Air Lines Inc.,13871,OMA,Omaha, NE,13487,MSP,Minneapolis, MN,698,7,
247.00,EV,ExpressJet Airlines LLC,11193,CVG,Cincinnati, OH,12266,IAH,Houston, TX,673,7,
247.00,F9,Frontier Airlines Inc.,15096,SYR,Syracuse, NY,13930,ORD,Chicago, IL,694,7,
247.00,AA,American Airlines Inc.,12892,LAX,Los Angeles, CA,14771,SFO,San Francisco, CA,614,7,
247.00,AS,Alaska Airlines Inc.,15016,STL,St. Louis, MO,14747,SEA,Seattle, WA,614,7,
247.00,OO,SkyWest Airlines Inc.,11481,ECP,Panama City, FL,13930,ORD,Chicago, IL,631,7,
247.00,9K,Cape Air,13541,MVY,Martha's Vineyard, MA,12197,HPN,White Plains, NY,125,7,
248.00,NK,Spirit Air Lines,14893,SMF,Sacramento, CA,12889,LAS,Las Vegas, NV,722,7,
248.00,YX,Republic Airline,12266,IAH,Houston, TX,11413,DRO,Durango, CO,677,7,
248.00,YX,Republic Airline,14685,SAV,Savannah, GA,11292,DEN,Denver, CO,677,7,
248.00,AA,American Airlines Inc.,13487,MSP,Minneapolis, MN,11298,DFW,Dallas/Fort Worth, TX,655,7,
248.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,14635,RSW,Fort Myers, FL,698,7,
248.00,UA,United Air Lines Inc.,14107,PHX,Phoenix, AZ,11292,DEN,Denver, CO,698,7,
248.00,UA,United Air Lines Inc.,14492,RDU,Raleigh/Durham, NC,11618,EWR,Newark, NJ,614,7,
248.00,WN,Southwest Airlines Co.,12451,JAX,Jacksonville, FL,15304,TPA,Tampa, FL,612,7,
248.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,15323,TRI,Bristol/Johnson City/Kingsport, TN,638,7,
248.00,OO,SkyWest Airlines Inc.,11292,DEN,Denver, CO,13158,MAF,Midland/Odessa, TX,629,7,
249.00,G4,Allegiant Air,11995,GSO,Greensboro/High Point, NC,14761,SFB,Sanford, FL,694,7,
249.00,UA,United Air Lines Inc.,11618,EWR,Newark, NJ,12266,IAH,Houston, TX,698,7,
249.00,G7,GoJet Airlines LLC d/b/a United Express,15304,TPA,Tampa, FL,14492,RDU,Raleigh/Durham, NC,631,7,
249.00,MQ,Envoy Air,14193,PNS,Pensacola, FL,13930,ORD,Chicago, IL,673,7,
249.00,YX,Republic Airline,12266,IAH,Houston, TX,11433,DTW,Detroit, MI,673,7,
249.00,YX,Republic Airline,14100,PHL,Philadelphia, PA,14122,PIT,Pittsburgh, PA,673,7,
249.00,AA,American Airlines Inc.,14027,PBI,West Palm Beach/Palm Beach, FL,13303,MIA,Miami, FL,698,7,
249.00,OH,PSA Airlines Inc.,14307,PVD,Providence, RI,14100,PHL,Philadelphia, PA,638,7,
249.00,C5,Commutair Aka Champlain Enterprises Inc.,15096,SYR,Syracuse, NY,12264,IAD,Washington, DC,675,7,
249.00,DL,Delta Air Lines Inc.,13930,ORD,Chicago, IL,12953,LGA,New York, NY,723,7,
250.00,UA,United Air Lines Inc.,10721,BOS,Boston, MA,11618,EWR,Newark, NJ,622,7,
250.00,UA,United Air Lines Inc.,11057,CLT,Charlotte, NC,13930,ORD,Chicago, IL,698,7,
250.00,UA,United Air Lines Inc.,11618,EWR,Newark, NJ,10581,BGR,Bangor, ME,698,7,
250.00,MQ,Envoy Air,11298,DFW,Dallas/Fort Worth, TX,13851,OKC,Oklahoma City, OK,673,7,
250.00,AA,American Airlines Inc.,11278,DCA,Washington, DC,12266,IAH,Houston, TX,614,7,
250.00,AA,American Airlines Inc.,11433,DTW,Detroit, MI,13851,OKC,Oklahoma City, OK,655,7,
250.00,AA,American Airlines Inc.,13303,MIA,Miami, FL,11292,DEN,Denver, CO,698,7,
250.00,UA,United Air Lines Inc.,13891,ONT,Ontario, CA,14771,SFO,San Francisco, CA,694,7,
250.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,11618,EWR,Newark, NJ,627,7,
250.00,WN,Southwest Airlines Co.,10693,BNA,Nashville, TN,14122,PIT,Pittsburgh, PA,614,7,
250.00,H6,Hageland Aviation Service,10551,BET,Bethel, AK,12195,HPB,Hooper Bay, AK,416,7,
250.00,OO,SkyWest Airlines Inc.,14683,SAT,San Antonio, TX,12266,IAH,Houston, TX,631,7,
250.00,DL,Delta Air Lines Inc.,13495,MSY,New Orleans, LA,12478,JFK,New York, NY,694,7,
251.00,WN,Southwest Airlines Co.,15016,STL,St. Louis, MO,13198,MCI,Kansas City, MO,614,7,
251.00,HBQ,Harris Air Services,11997,GST,Gustavus, AK,12523,JNU,Juneau, AK,194,7,
251.00,NK,Spirit Air Lines,13577,MYR,Myrtle Beach, SC,11066,CMH,Columbus, OH,722,7,
251.00,YX,Republic Airline,11618,EWR,Newark, NJ,10423,AUS,Austin, TX,677,7,
251.00,YX,Republic Airline,13158,MAF,Midland/Odessa, TX,12266,IAH,Houston, TX,673,7,
251.00,YX,Republic Airline,13931,ORF,Norfolk, VA,12953,LGA,New York, NY,673,7,
251.00,AA,American Airlines Inc.,10397,ATL,Atlanta, GA,14107,PHX,Phoenix, AZ,698,7,
251.00,UA,United Air Lines Inc.,14771,SFO,San Francisco, CA,13487,MSP,Minneapolis, MN,694,7,
251.00,9E,Endeavor Air Inc.,10397,ATL,Atlanta, GA,14098,PHF,Newport News/Williamsburg, VA,631,7,
251.00,AS,Alaska Airlines Inc.,11278,DCA,Washington, DC,14771,SFO,San Francisco, CA,698,7,
251.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,11042,CLE,Cleveland, OH,631,7,
251.00,ZW,Air Wisconsin Airlines Corp,14685,SAV,Savannah, GA,12264,IAD,Washington, DC,629,7,
252.00,F9,Frontier Airlines Inc.,14831,SJC,San Jose, CA,11292,DEN,Denver, CO,722,7,
252.00,YX,Republic Airline,15016,STL,St. Louis, MO,11618,EWR,Newark, NJ,673,7,
252.00,UA,United Air Lines Inc.,15070,SWF,Newburgh/Poughkeepsie, NY,11618,EWR,Newark, NJ,627,7,
252.00,WN,Southwest Airlines Co.,11481,ECP,Panama City, FL,13495,MSY,New Orleans, LA,612,7,
252.00,WN,Southwest Airlines Co.,12889,LAS,Las Vegas, NV,10279,AMA,Amarillo, TX,614,7,
252.00,9E,Endeavor Air Inc.,10397,ATL,Atlanta, GA,14457,RAP,Rapid City, SD,638,7,
252.00,AS,Alaska Airlines Inc.,14771,SFO,San Francisco, CA,11278,DCA,Washington, DC,698,7,
252.00,OH,PSA Airlines Inc.,13577,MYR,Myrtle Beach, SC,14100,PHL,Philadelphia, PA,631,7,
252.00,H6,Hageland Aviation Service,11844,GAL,Galena, AK,11630,FAI,Fairbanks, AK,405,7,
252.00,1EQ,KaiserAir Inc.,12758,KOA,Kona, HI,13796,OAK,Oakland, CA,614,7,
252.00,38Q,Key Lime Air Corporation,10221,AIA,Alliance, NE,11292,DEN,Denver, CO,455,7,
252.00,OO,SkyWest Airlines Inc.,13487,MSP,Minneapolis, MN,13931,ORF,Norfolk, VA,638,7,
253.00,WN,Southwest Airlines Co.,15376,TUS,Tucson, AZ,12892,LAX,Los Angeles, CA,614,7,
253.00,YX,Republic Airline,10154,ACK,Nantucket, MA,11057,CLT,Charlotte, NC,673,7,
253.00,YX,Republic Airline,11193,CVG,Cincinnati, OH,11618,EWR,Newark, NJ,677,7,
253.00,YX,Republic Airline,11618,EWR,Newark, NJ,14524,RIC,Richmond, VA,677,7,
253.00,AA,American Airlines Inc.,12889,LAS,Las Vegas, NV,14107,PHX,Phoenix, AZ,622,7,
253.00,UA,United Air Lines Inc.,14489,RDM,Bend/Redmond, OR,11292,DEN,Denver, CO,694,7,
253.00,UA,United Air Lines Inc.,12264,IAD,Washington, DC,11618,EWR,Newark, NJ,694,7,
253.00,WN,Southwest Airlines Co.,11996,GSP,Greer, SC,10397,ATL,Atlanta, GA,614,7,
253.00,AS,Alaska Airlines Inc.,14747,SEA,Seattle, WA,12889,LAS,Las Vegas, NV,721,7,
253.00,OH,PSA Airlines Inc.,13230,MDT,Harrisburg, PA,11057,CLT,Charlotte, NC,631,7,
253.00,OH,PSA Airlines Inc.,13577,MYR,Myrtle Beach, SC,11278,DCA,Washington, DC,631,7,
253.00,OO,SkyWest Airlines Inc.,11057,CLT,Charlotte, NC,13930,ORD,Chicago, IL,631,7,
253.00,OO,SkyWest Airlines Inc.,13930,ORD,Chicago, IL,11921,GJT,Grand Junction, CO,673,7,
253.00,OO,SkyWest Airlines Inc.,15624,VPS,Valparaiso, FL,11292,DEN,Denver, CO,631,7,
254.00,DL,Delta Air Lines Inc.,15295,TOL,Toledo, OH,11433,DTW,Detroit, MI,687,7,
254.00,MQ,Envoy Air,13577,MYR,Myrtle Beach, SC,13930,ORD,Chicago, IL,631,7,
254.00,1SQ,Star Marianas Air Inc.,12016,GUM,Guam, TT,14582,ROP,Rota, TT,194,7,
254.00,UA,United Air Lines Inc.,14512,RFD,Rockford, IL,13930,ORD,Chicago, IL,627,7,
254.00,9X,Southern Airways Express dba Mokulele Airlines,10322,AOO,Altoona, PA,14122,PIT,Pittsburgh, PA,416,7,
254.00,DL,Delta Air Lines Inc.,13487,MSP,Minneapolis, MN,13930,ORD,Chicago, IL,694,7,
254.00,DL,Delta Air Lines Inc.,14635,RSW,Fort Myers, FL,13303,MIA,Miami, FL,694,7,
255.00,UA,United Air Lines Inc.,11042,CLE,Cleveland, OH,11618,EWR,Newark, NJ,627,7,
255.00,NK,Spirit Air Lines,13577,MYR,Myrtle Beach, SC,14025,PBG,Plattsburgh, NY,722,7,
255.00,YX,Republic Airline,11066,CMH,Columbus, OH,13930,ORD,Chicago, IL,677,7,
255.00,YX,Republic Airline,12953,LGA,New York, NY,13931,ORF,Norfolk, VA,673,7,
255.00,AA,American Airlines Inc.,10821,BWI,Baltimore, MD,11298,DFW,Dallas/Fort Worth, TX,698,7,
255.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,11042,CLE,Cleveland, OH,627,7,
255.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,14193,PNS,Pensacola, FL,888,7,
255.00,OO,SkyWest Airlines Inc.,11109,COS,Colorado Springs, CO,12892,LAX,Los Angeles, CA,631,7,
255.00,DL,Delta Air Lines Inc.,12953,LGA,New York, NY,13495,MSY,New Orleans, LA,694,7,
255.00,DL,Delta Air Lines Inc.,13204,MCO,Orlando, FL,11433,DTW,Detroit, MI,694,7,
256.00,UA,United Air Lines Inc.,11042,CLE,Cleveland, OH,11618,EWR,Newark, NJ,694,7,
256.00,UA,United Air Lines Inc.,12266,IAH,Houston, TX,10721,BOS,Boston, MA,698,7,
256.00,MQ,Envoy Air,12953,LGA,New York, NY,14685,SAV,Savannah, GA,676,7,
256.00,UA,United Air Lines Inc.,13871,OMA,Omaha, NE,13930,ORD,Chicago, IL,614,7,
256.00,UA,United Air Lines Inc.,14492,RDU,Raleigh/Durham, NC,12264,IAD,Washington, DC,627,7,
256.00,AS,Alaska Airlines Inc.,10423,AUS,Austin, TX,14747,SEA,Seattle, WA,721,7,
256.00,DL,Delta Air Lines Inc.,11433,DTW,Detroit, MI,10257,ALB,Albany, NY,694,7,
256.00,DL,Delta Air Lines Inc.,12217,HSV,Huntsville, AL,10397,ATL,Atlanta, GA,656,7,
257.00,DL,Delta Air Lines Inc.,15304,TPA,Tampa, FL,11433,DTW,Detroit, MI,698,7,
257.00,NK,Spirit Air Lines,13930,ORD,Chicago, IL,13487,MSP,Minneapolis, MN,694,7,
257.00,YX,Republic Airline,11292,DEN,Denver, CO,14685,SAV,Savannah, GA,677,7,
257.00,YX,Republic Airline,11618,EWR,Newark, NJ,13244,MEM,Memphis, TN,673,7,
257.00,YX,Republic Airline,14492,RDU,Raleigh/Durham, NC,11057,CLT,Charlotte, NC,673,7,
257.00,UA,United Air Lines Inc.,13264,MFR,Medford, OR,11292,DEN,Denver, CO,694,7,
257.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,12264,IAD,Washington, DC,627,7,
257.00,UA,United Air Lines Inc.,14057,PDX,Portland, OR,11292,DEN,Denver, CO,694,7,
257.00,UA,United Air Lines Inc.,12264,IAD,Washington, DC,11618,EWR,Newark, NJ,627,7,
257.00,WN,Southwest Airlines Co.,10397,ATL,Atlanta, GA,12889,LAS,Las Vegas, NV,612,7,
257.00,AA,American Airlines Inc.,14869,SLC,Salt Lake City, UT,14107,PHX,Phoenix, AZ,699,7,
257.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,13198,MCI,Kansas City, MO,638,7,
257.00,YV,Mesa Airlines Inc.,12264,IAD,Washington, DC,10785,BTV,Burlington, VT,673,7,
257.00,C5,Commutair Aka Champlain Enterprises Inc.,10693,BNA,Nashville, TN,11618,EWR,Newark, NJ,675,7,
258.00,B6,JetBlue Airways,14771,SFO,San Francisco, CA,10721,BOS,Boston, MA,694,7,
258.00,G7,GoJet Airlines LLC d/b/a United Express,11292,DEN,Denver, CO,11637,FAR,Fargo, ND,631,7,
258.00,G7,GoJet Airlines LLC d/b/a United Express,13204,MCO,Orlando, FL,11278,DCA,Washington, DC,631,7,
258.00,1SQ,Star Marianas Air Inc.,14582,ROP,Rota, TT,12016,GUM,Guam, TT,194,7,
258.00,AS,Alaska Airlines Inc.,14679,SAN,San Diego, CA,13830,OGG,Kahului, HI,888,7,
258.00,OO,SkyWest Airlines Inc.,14869,SLC,Salt Lake City, UT,12266,IAH,Houston, TX,673,7,
259.00,WN,Southwest Airlines Co.,14635,RSW,Fort Myers, FL,11697,FLL,Fort Lauderdale, FL,612,7,
259.00,G7,GoJet Airlines LLC d/b/a United Express,10423,AUS,Austin, TX,11292,DEN,Denver, CO,631,7,
259.00,G7,GoJet Airlines LLC d/b/a United Express,11996,GSP,Greer, SC,11433,DTW,Detroit, MI,631,7,
259.00,YX,Republic Airline,10581,BGR,Bangor, ME,11618,EWR,Newark, NJ,677,7,
259.00,YX,Republic Airline,11292,DEN,Denver, CO,13487,MSP,Minneapolis, MN,677,7,
259.00,UA,United Air Lines Inc.,14771,SFO,San Francisco, CA,11433,DTW,Detroit, MI,694,7,
259.00,WN,Southwest Airlines Co.,12892,LAX,Los Angeles, CA,13871,OMA,Omaha, NE,612,7,
259.00,B6,JetBlue Airways,10821,BWI,Baltimore, MD,12478,JFK,New York, NY,694,7,
260.00,WN,Southwest Airlines Co.,14122,PIT,Pittsburgh, PA,12892,LAX,Los Angeles, CA,614,7,
260.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,10785,BTV,Burlington, VT,614,7,
260.00,KAH,Kenmore Air Harbor,12652,KEH,Kenmore, WA,13002,LKE,Seattle, WA,042,7,
260.00,YX,Republic Airline,12266,IAH,Houston, TX,15016,STL,St. Louis, MO,673,7,
260.00,DL,Delta Air Lines Inc.,10980,CHA,Chattanooga, TN,10397,ATL,Atlanta, GA,656,7,
260.00,OO,SkyWest Airlines Inc.,12266,IAH,Houston, TX,14683,SAT,San Antonio, TX,631,7,
260.00,DL,Delta Air Lines Inc.,14122,PIT,Pittsburgh, PA,12478,JFK,New York, NY,687,7,
261.00,UA,United Air Lines Inc.,11618,EWR,Newark, NJ,14893,SMF,Sacramento, CA,694,7,
261.00,UA,United Air Lines Inc.,12266,IAH,Houston, TX,13198,MCI,Kansas City, MO,614,7,
261.00,UA,United Air Lines Inc.,12892,LAX,Los Angeles, CA,13342,MKE,Milwaukee, WI,627,7,
261.00,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12610,KAE,Kake, AK,12523,JNU,Juneau, AK,415,7,
261.00,G7,GoJet Airlines LLC d/b/a United Express,11292,DEN,Denver, CO,12441,JAC,Jackson, WY,631,7,
261.00,4B,Boutique Air,11085,CNM,Carlsbad, NM,10140,ABQ,Albuquerque, NM,479,7,
261.00,MQ,Envoy Air,15624,VPS,Valparaiso, FL,13930,ORD,Chicago, IL,673,7,
261.00,NK,Spirit Air Lines,13495,MSY,New Orleans, LA,11066,CMH,Columbus, OH,722,7,
261.00,YX,Republic Airline,13930,ORD,Chicago, IL,10140,ABQ,Albuquerque, NM,673,7,
261.00,AA,American Airlines Inc.,14027,PBI,West Palm Beach/Palm Beach, FL,13303,MIA,Miami, FL,627,7,
261.00,UA,United Air Lines Inc.,13342,MKE,Milwaukee, WI,13930,ORD,Chicago, IL,627,7,
261.00,UA,United Air Lines Inc.,14107,PHX,Phoenix, AZ,14771,SFO,San Francisco, CA,614,7,
261.00,UA,United Air Lines Inc.,15016,STL,St. Louis, MO,13930,ORD,Chicago, IL,698,7,
261.00,WN,Southwest Airlines Co.,11618,EWR,Newark, NJ,14679,SAN,San Diego, CA,612,7,
261.00,WN,Southwest Airlines Co.,12953,LGA,New York, NY,11259,DAL,Dallas, TX,614,7,
261.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,11481,ECP,Panama City, FL,638,7,
261.00,OH,PSA Airlines Inc.,13277,MGM,Montgomery, AL,11057,CLT,Charlotte, NC,631,7,
261.00,8V,Wright Air Service,11630,FAI,Fairbanks, AK,10783,BTT,Bettles, AK,416,7,
261.00,DL,Delta Air Lines Inc.,11996,GSP,Greer, SC,10397,ATL,Atlanta, GA,699,7,
262.00,WN,Southwest Airlines Co.,14771,SFO,San Francisco, CA,10800,BUR,Burbank, CA,614,7,
262.00,G7,GoJet Airlines LLC d/b/a United Express,13851,OKC,Oklahoma City, OK,11292,DEN,Denver, CO,631,7,
262.00,YX,Republic Airline,10792,BUF,Buffalo, NY,10721,BOS,Boston, MA,673,7,
262.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,12892,LAX,Los Angeles, CA,627,7,
262.00,AA,American Airlines Inc.,11423,DSM,Des Moines, IA,13930,ORD,Chicago, IL,698,7,
262.00,AA,American Airlines Inc.,12892,LAX,Los Angeles, CA,12173,HNL,Honolulu, HI,627,7,
262.00,AA,American Airlines Inc.,13930,ORD,Chicago, IL,12478,JFK,New York, NY,627,7,
262.00,UA,United Air Lines Inc.,14771,SFO,San Francisco, CA,13495,MSY,New Orleans, LA,888,7,
262.00,DL,Delta Air Lines Inc.,11433,DTW,Detroit, MI,10721,BOS,Boston, MA,698,7,
262.00,DL,Delta Air Lines Inc.,12478,JFK,New York, NY,10397,ATL,Atlanta, GA,627,7,
263.00,G7,GoJet Airlines LLC d/b/a United Express,13930,ORD,Chicago, IL,10140,ABQ,Albuquerque, NM,631,7,
263.00,MQ,Envoy Air,11049,CLL,College Station/Bryan, TX,11298,DFW,Dallas/Fort Worth, TX,675,7,
263.00,YX,Republic Airline,11624,EYW,Key West, FL,12953,LGA,New York, NY,677,7,
263.00,UA,United Air Lines Inc.,10821,BWI,Baltimore, MD,12264,IAD,Washington, DC,627,7,
263.00,WN,Southwest Airlines Co.,12892,LAX,Los Angeles, CA,10821,BWI,Baltimore, MD,612,7,
263.00,OH,PSA Airlines Inc.,11278,DCA,Washington, DC,12197,HPN,White Plains, NY,631,7,
263.00,YV,Mesa Airlines Inc.,12264,IAD,Washington, DC,10721,BOS,Boston, MA,631,7,
264.00,B6,JetBlue Airways,12478,JFK,New York, NY,12451,JAX,Jacksonville, FL,699,7,
264.00,YX,Republic Airline,12451,JAX,Jacksonville, FL,11618,EWR,Newark, NJ,677,7,
264.00,UA,United Air Lines Inc.,15070,SWF,Newburgh/Poughkeepsie, NY,11618,EWR,Newark, NJ,837,7,
264.00,WN,Southwest Airlines Co.,11066,CMH,Columbus, OH,13796,OAK,Oakland, CA,614,7,
264.00,AA,American Airlines Inc.,14843,SJU,San Juan, PR,13303,MIA,Miami, FL,627,7,
264.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,10990,CHO,Charlottesville, VA,638,7,
264.00,DL,Delta Air Lines Inc.,11433,DTW,Detroit, MI,14492,RDU,Raleigh/Durham, NC,698,7,
264.00,DL,Delta Air Lines Inc.,12478,JFK,New York, NY,13495,MSY,New Orleans, LA,694,7,
264.00,DL,Delta Air Lines Inc.,12892,LAX,Los Angeles, CA,14122,PIT,Pittsburgh, PA,687,7,
265.00,B6,JetBlue Airways,14027,PBI,West Palm Beach/Palm Beach, FL,11697,FLL,Fort Lauderdale, FL,678,7,
265.00,YR,Grand Canyon Airlines Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines,10661,BLD,Boulder City, NV,10011,1G4,Peach Springs, AZ,416,7,
265.00,G7,GoJet Airlines LLC d/b/a United Express,11292,DEN,Denver, CO,11298,DFW,Dallas/Fort Worth, TX,631,7,
265.00,G7,GoJet Airlines LLC d/b/a United Express,11292,DEN,Denver, CO,14122,PIT,Pittsburgh, PA,631,7,
265.00,YX,Republic Airline,11292,DEN,Denver, CO,13198,MCI,Kansas City, MO,677,7,
265.00,WN,Southwest Airlines Co.,10693,BNA,Nashville, TN,11481,ECP,Panama City, FL,614,7,
265.00,WN,Southwest Airlines Co.,11259,DAL,Dallas, TX,12451,JAX,Jacksonville, FL,614,7,
265.00,9E,Endeavor Air Inc.,11433,DTW,Detroit, MI,10581,BGR,Bangor, ME,638,7,
265.00,9E,Endeavor Air Inc.,14122,PIT,Pittsburgh, PA,13204,MCO,Orlando, FL,638,7,
265.00,AS,Alaska Airlines Inc.,10299,ANC,Anchorage, AK,12173,HNL,Honolulu, HI,888,7,
