PASSENGERS,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,AIRCRAFT_TYPE,MONTH,
4120.00,DL,Delta Air Lines Inc.,13577,MYR,Myrtle Beach, SC,10397,ATL,Atlanta, GA,656,3,
4120.00,OO,SkyWest Airlines Inc.,14771,SFO,San Francisco, CA,13487,MSP,Minneapolis, MN,673,3,
4121.00,B6,JetBlue Airways,10397,ATL,Atlanta, GA,13204,MCO,Orlando, FL,694,3,
4121.00,WN,Southwest Airlines Co.,11697,FLL,Fort Lauderdale, FL,12889,LAS,Las Vegas, NV,614,3,
4121.00,WN,Southwest Airlines Co.,14679,SAN,San Diego, CA,11540,ELP,El Paso, TX,612,3,
4122.00,YV,Mesa Airlines Inc.,14108,PIA,Peoria, IL,11298,DFW,Dallas/Fort Worth, TX,638,3,
4122.00,OH,PSA Airlines Inc.,12197,HPN,White Plains, NY,11278,DCA,Washington, DC,629,3,
4123.00,WN,Southwest Airlines Co.,13296,MHT,Manchester, NH,10821,BWI,Baltimore, MD,614,3,
4123.00,UA,United Air Lines Inc.,11193,CVG,Cincinnati, OH,11292,DEN,Denver, CO,614,3,
4124.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,14122,PIT,Pittsburgh, PA,694,3,
4125.00,MQ,Envoy Air,11066,CMH,Columbus, OH,13303,MIA,Miami, FL,675,3,
4125.00,B6,JetBlue Airways,12197,HPN,White Plains, NY,11697,FLL,Fort Lauderdale, FL,694,3,
4126.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,14107,PHX,Phoenix, AZ,694,3,
4127.00,UA,United Air Lines Inc.,14893,SMF,Sacramento, CA,13930,ORD,Chicago, IL,888,3,
4127.00,OO,SkyWest Airlines Inc.,13930,ORD,Chicago, IL,14730,SDF,Louisville, KY,631,3,
4128.00,WN,Southwest Airlines Co.,11259,DAL,Dallas, TX,13796,OAK,Oakland, CA,614,3,
4128.00,UA,United Air Lines Inc.,11618,EWR,Newark, NJ,10994,CHS,Charleston, SC,694,3,
4129.00,AA,American Airlines Inc.,11193,CVG,Cincinnati, OH,11298,DFW,Dallas/Fort Worth, TX,655,3,
4130.00,WN,Southwest Airlines Co.,10721,BOS,Boston, MA,10397,ATL,Atlanta, GA,612,3,
4130.00,EV,ExpressJet Airlines LLC,12266,IAH,Houston, TX,11140,CRP,Corpus Christi, TX,675,3,
4130.00,NK,Spirit Air Lines,12889,LAS,Las Vegas, NV,10397,ATL,Atlanta, GA,698,3,
4131.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,10785,BTV,Burlington, VT,638,3,
4131.00,WN,Southwest Airlines Co.,14679,SAN,San Diego, CA,10821,BWI,Baltimore, MD,612,3,
4132.00,G4,Allegiant Air,14112,PIE,St. Petersburg, FL,15412,TYS,Knoxville, TN,694,3,
4133.00,B6,JetBlue Airways,14307,PVD,Providence, RI,14027,PBI,West Palm Beach/Palm Beach, FL,694,3,
4133.00,AS,Alaska Airlines Inc.,14747,SEA,Seattle, WA,14057,PDX,Portland, OR,888,3,
4134.00,NK,Spirit Air Lines,13495,MSY,New Orleans, LA,11618,EWR,Newark, NJ,698,3,
4135.00,DL,Delta Air Lines Inc.,11641,FAY,Fayetteville, NC,10397,ATL,Atlanta, GA,694,3,
4135.00,NK,Spirit Air Lines,12953,LGA,New York, NY,11298,DFW,Dallas/Fort Worth, TX,694,3,
4136.00,DL,Delta Air Lines Inc.,12478,JFK,New York, NY,10397,ATL,Atlanta, GA,694,3,
4136.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,11193,CVG,Cincinnati, OH,655,3,
4136.00,NK,Spirit Air Lines,10821,BWI,Baltimore, MD,11433,DTW,Detroit, MI,694,3,
4136.00,DL,Delta Air Lines Inc.,11618,EWR,Newark, NJ,13487,MSP,Minneapolis, MN,608,3,
4137.00,9E,Endeavor Air Inc.,11433,DTW,Detroit, MI,14576,ROC,Rochester, NY,638,3,
4138.00,B6,JetBlue Airways,13204,MCO,Orlando, FL,10792,BUF,Buffalo, NY,694,3,
4138.00,WN,Southwest Airlines Co.,10821,BWI,Baltimore, MD,12391,ISP,Islip, NY,614,3,
4138.00,MQ,Envoy Air,13485,MSN,Madison, WI,11298,DFW,Dallas/Fort Worth, TX,673,3,
4139.00,OO,SkyWest Airlines Inc.,11433,DTW,Detroit, MI,12884,LAN,Lansing, MI,629,3,
4139.00,B6,JetBlue Airways,14635,RSW,Fort Myers, FL,10529,BDL,Hartford, CT,694,3,
4140.00,AS,Alaska Airlines Inc.,14107,PHX,Phoenix, AZ,14057,PDX,Portland, OR,614,3,
4141.00,OO,SkyWest Airlines Inc.,14869,SLC,Salt Lake City, UT,14057,PDX,Portland, OR,673,3,
4141.00,NK,Spirit Air Lines,12892,LAX,Los Angeles, CA,10397,ATL,Atlanta, GA,698,3,
4141.00,F9,Frontier Airlines Inc.,11292,DEN,Denver, CO,13930,ORD,Chicago, IL,698,3,
4141.00,AS,Alaska Airlines Inc.,14679,SAN,San Diego, CA,11618,EWR,Newark, NJ,888,3,
4143.00,OO,SkyWest Airlines Inc.,11503,EGE,Eagle, CO,11292,DEN,Denver, CO,673,3,
4143.00,UA,United Air Lines Inc.,14771,SFO,San Francisco, CA,11042,CLE,Cleveland, OH,888,3,
4143.00,G4,Allegiant Air,14761,SFB,Sanford, FL,12339,IND,Indianapolis, IN,694,3,
4144.00,AA,American Airlines Inc.,12266,IAH,Houston, TX,12892,LAX,Los Angeles, CA,614,3,
4144.00,G4,Allegiant Air,14512,RFD,Rockford, IL,14082,PGD,Punta Gorda, FL,694,3,
4144.00,AA,American Airlines Inc.,12094,HDN,Hayden, CO,11298,DFW,Dallas/Fort Worth, TX,614,3,
4144.00,B6,JetBlue Airways,14869,SLC,Salt Lake City, UT,13204,MCO,Orlando, FL,694,3,
4145.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,14683,SAT,San Antonio, TX,694,3,
4146.00,AS,Alaska Airlines Inc.,14771,SFO,San Francisco, CA,12892,LAX,Los Angeles, CA,888,3,
4146.00,AS,Alaska Airlines Inc.,14492,RDU,Raleigh/Durham, NC,14747,SEA,Seattle, WA,888,3,
4147.00,WN,Southwest Airlines Co.,13871,OMA,Omaha, NE,11259,DAL,Dallas, TX,612,3,
4147.00,WN,Southwest Airlines Co.,11292,DEN,Denver, CO,14771,SFO,San Francisco, CA,614,3,
4147.00,AA,American Airlines Inc.,14893,SMF,Sacramento, CA,14107,PHX,Phoenix, AZ,694,3,
4148.00,YX,Republic Airline,11057,CLT,Charlotte, NC,14576,ROC,Rochester, NY,673,3,
4148.00,NK,Spirit Air Lines,13577,MYR,Myrtle Beach, SC,10158,ACY,Atlantic City, NJ,694,3,
4148.00,AS,Alaska Airlines Inc.,14747,SEA,Seattle, WA,10299,ANC,Anchorage, AK,634,3,
4149.00,AA,American Airlines Inc.,15304,TPA,Tampa, FL,11057,CLT,Charlotte, NC,614,3,
4150.00,OO,SkyWest Airlines Inc.,13930,ORD,Chicago, IL,10713,BOI,Boise, ID,673,3,
4150.00,G4,Allegiant Air,11986,GRR,Grand Rapids, MI,14112,PIE,St. Petersburg, FL,694,3,
4151.00,DL,Delta Air Lines Inc.,10849,BZN,Bozeman, MT,13487,MSP,Minneapolis, MN,694,3,
4152.00,AS,Alaska Airlines Inc.,14771,SFO,San Francisco, CA,14057,PDX,Portland, OR,698,3,
4152.00,AA,American Airlines Inc.,14107,PHX,Phoenix, AZ,13198,MCI,Kansas City, MO,614,3,
4152.00,YX,Republic Airline,13303,MIA,Miami, FL,14524,RIC,Richmond, VA,673,3,
4153.00,B6,JetBlue Airways,13204,MCO,Orlando, FL,12892,LAX,Los Angeles, CA,694,3,
4153.00,OO,SkyWest Airlines Inc.,12266,IAH,Houston, TX,14869,SLC,Salt Lake City, UT,638,3,
4154.00,OO,SkyWest Airlines Inc.,14771,SFO,San Francisco, CA,14869,SLC,Salt Lake City, UT,631,3,
4156.00,WN,Southwest Airlines Co.,10821,BWI,Baltimore, MD,13296,MHT,Manchester, NH,614,3,
4156.00,G4,Allegiant Air,11986,GRR,Grand Rapids, MI,14761,SFB,Sanford, FL,698,3,
4158.00,WN,Southwest Airlines Co.,14869,SLC,Salt Lake City, UT,11259,DAL,Dallas, TX,612,3,
4158.00,UA,United Air Lines Inc.,12266,IAH,Houston, TX,14747,SEA,Seattle, WA,888,3,
4160.00,AS,Alaska Airlines Inc.,10299,ANC,Anchorage, AK,14057,PDX,Portland, OR,888,3,
4160.00,DL,Delta Air Lines Inc.,12889,LAS,Las Vegas, NV,10721,BOS,Boston, MA,614,3,
4163.00,NK,Spirit Air Lines,11066,CMH,Columbus, OH,14635,RSW,Fort Myers, FL,694,3,
4163.00,DL,Delta Air Lines Inc.,11433,DTW,Detroit, MI,14100,PHL,Philadelphia, PA,656,3,
4164.00,QX,Horizon Air,14057,PDX,Portland, OR,14747,SEA,Seattle, WA,673,3,
4165.00,UA,United Air Lines Inc.,11298,DFW,Dallas/Fort Worth, TX,11292,DEN,Denver, CO,888,3,
4166.00,WN,Southwest Airlines Co.,13204,MCO,Orlando, FL,14107,PHX,Phoenix, AZ,614,3,
4167.00,AA,American Airlines Inc.,14492,RDU,Raleigh/Durham, NC,11057,CLT,Charlotte, NC,698,3,
4168.00,NK,Spirit Air Lines,11697,FLL,Fort Lauderdale, FL,15304,TPA,Tampa, FL,698,3,
4169.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,13495,MSY,New Orleans, LA,614,3,
4169.00,B6,JetBlue Airways,15096,SYR,Syracuse, NY,13204,MCO,Orlando, FL,694,3,
4169.00,WN,Southwest Airlines Co.,12339,IND,Indianapolis, IN,10821,BWI,Baltimore, MD,614,3,
4170.00,B6,JetBlue Airways,12954,LGB,Long Beach, CA,10423,AUS,Austin, TX,694,3,
4171.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,12323,ILM,Wilmington, NC,694,3,
4172.00,MQ,Envoy Air,11193,CVG,Cincinnati, OH,13303,MIA,Miami, FL,675,3,
4172.00,AA,American Airlines Inc.,14107,PHX,Phoenix, AZ,11057,CLT,Charlotte, NC,622,3,
4172.00,YX,Republic Airline,12339,IND,Indianapolis, IN,12953,LGA,New York, NY,673,3,
4173.00,YV,Mesa Airlines Inc.,14492,RDU,Raleigh/Durham, NC,12264,IAD,Washington, DC,631,3,
4173.00,AA,American Airlines Inc.,13204,MCO,Orlando, FL,11278,DCA,Washington, DC,699,3,
4173.00,NK,Spirit Air Lines,12892,LAX,Los Angeles, CA,10821,BWI,Baltimore, MD,698,3,
4173.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,15096,SYR,Syracuse, NY,694,3,
4173.00,B6,JetBlue Airways,11042,CLE,Cleveland, OH,11697,FLL,Fort Lauderdale, FL,694,3,
4174.00,B6,JetBlue Airways,11697,FLL,Fort Lauderdale, FL,13930,ORD,Chicago, IL,694,3,
4175.00,YX,Republic Airline,14100,PHL,Philadelphia, PA,14122,PIT,Pittsburgh, PA,673,3,
4176.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,10693,BNA,Nashville, TN,638,3,
4178.00,YV,Mesa Airlines Inc.,10994,CHS,Charleston, SC,12266,IAH,Houston, TX,673,3,
4178.00,OO,SkyWest Airlines Inc.,14794,SGU,St. George, UT,14107,PHX,Phoenix, AZ,629,3,
4178.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,11503,EGE,Eagle, CO,698,3,
4179.00,NK,Spirit Air Lines,12889,LAS,Las Vegas, NV,13198,MCI,Kansas City, MO,694,3,
4181.00,YV,Mesa Airlines Inc.,12266,IAH,Houston, TX,10994,CHS,Charleston, SC,673,3,
4181.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,14321,PWM,Portland, ME,656,3,
4182.00,NK,Spirit Air Lines,14524,RIC,Richmond, VA,11697,FLL,Fort Lauderdale, FL,694,3,
4182.00,F9,Frontier Airlines Inc.,14635,RSW,Fort Myers, FL,11193,CVG,Cincinnati, OH,722,3,
4184.00,NK,Spirit Air Lines,13930,ORD,Chicago, IL,10821,BWI,Baltimore, MD,698,3,
4184.00,CP,Compass Airlines,14107,PHX,Phoenix, AZ,14869,SLC,Salt Lake City, UT,673,3,
4184.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,12197,HPN,White Plains, NY,631,3,
4185.00,AA,American Airlines Inc.,15304,TPA,Tampa, FL,14107,PHX,Phoenix, AZ,694,3,
4185.00,YV,Mesa Airlines Inc.,14262,PSP,Palm Springs, CA,14107,PHX,Phoenix, AZ,638,3,
4187.00,MQ,Envoy Air,13930,ORD,Chicago, IL,14524,RIC,Richmond, VA,631,3,
4187.00,UA,United Air Lines Inc.,12892,LAX,Los Angeles, CA,12266,IAH,Houston, TX,839,3,
4187.00,B6,JetBlue Airways,14057,PDX,Portland, OR,12954,LGB,Long Beach, CA,694,3,
4188.00,B6,JetBlue Airways,11697,FLL,Fort Lauderdale, FL,14107,PHX,Phoenix, AZ,694,3,
4190.00,9E,Endeavor Air Inc.,13930,ORD,Chicago, IL,11193,CVG,Cincinnati, OH,629,3,
4190.00,B6,JetBlue Airways,10721,BOS,Boston, MA,15024,STT,Charlotte Amalie, VI,694,3,
4191.00,B6,JetBlue Airways,11697,FLL,Fort Lauderdale, FL,10257,ALB,Albany, NY,694,3,
4191.00,YX,Republic Airline,12953,LGA,New York, NY,10693,BNA,Nashville, TN,673,3,
4191.00,B6,JetBlue Airways,11697,FLL,Fort Lauderdale, FL,14307,PVD,Providence, RI,694,3,
4193.00,NK,Spirit Air Lines,10821,BWI,Baltimore, MD,11298,DFW,Dallas/Fort Worth, TX,694,3,
4194.00,B6,JetBlue Airways,10529,BDL,Hartford, CT,15304,TPA,Tampa, FL,694,3,
4194.00,AS,Alaska Airlines Inc.,14057,PDX,Portland, OR,12478,JFK,New York, NY,888,3,
4195.00,B6,JetBlue Airways,10529,BDL,Hartford, CT,14635,RSW,Fort Myers, FL,694,3,
4196.00,UA,United Air Lines Inc.,14747,SEA,Seattle, WA,11292,DEN,Denver, CO,888,3,
4196.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,10821,BWI,Baltimore, MD,614,3,
4196.00,AA,American Airlines Inc.,14107,PHX,Phoenix, AZ,14747,SEA,Seattle, WA,694,3,
4197.00,WN,Southwest Airlines Co.,11042,CLE,Cleveland, OH,10693,BNA,Nashville, TN,614,3,
4197.00,YX,Republic Airline,13930,ORD,Chicago, IL,11193,CVG,Cincinnati, OH,673,3,
4198.00,AA,American Airlines Inc.,13930,ORD,Chicago, IL,14831,SJC,San Jose, CA,614,3,
4200.00,DL,Delta Air Lines Inc.,11986,GRR,Grand Rapids, MI,13487,MSP,Minneapolis, MN,888,3,
4200.00,NK,Spirit Air Lines,12892,LAX,Los Angeles, CA,13487,MSP,Minneapolis, MN,698,3,
4200.00,OH,PSA Airlines Inc.,10599,BHM,Birmingham, AL,11057,CLT,Charlotte, NC,631,3,
4201.00,OO,SkyWest Airlines Inc.,14869,SLC,Salt Lake City, UT,12280,IDA,Idaho Falls, ID,631,3,
4203.00,WN,Southwest Airlines Co.,14122,PIT,Pittsburgh, PA,10821,BWI,Baltimore, MD,612,3,
4203.00,DL,Delta Air Lines Inc.,12478,JFK,New York, NY,12892,LAX,Los Angeles, CA,696,3,
4204.00,UA,United Air Lines Inc.,12266,IAH,Houston, TX,11697,FLL,Fort Lauderdale, FL,614,3,
4204.00,OO,SkyWest Airlines Inc.,12884,LAN,Lansing, MI,11433,DTW,Detroit, MI,629,3,
4204.00,WN,Southwest Airlines Co.,12191,HOU,Houston, TX,14908,SNA,Santa Ana, CA,612,3,
4204.00,WN,Southwest Airlines Co.,13871,OMA,Omaha, NE,12191,HOU,Houston, TX,612,3,
4204.00,B6,JetBlue Airways,12197,HPN,White Plains, NY,14027,PBI,West Palm Beach/Palm Beach, FL,678,3,
4207.00,OO,SkyWest Airlines Inc.,13487,MSP,Minneapolis, MN,14771,SFO,San Francisco, CA,673,3,
4207.00,WN,Southwest Airlines Co.,11884,GEG,Spokane, WA,14107,PHX,Phoenix, AZ,614,3,
4207.00,F9,Frontier Airlines Inc.,11292,DEN,Denver, CO,14869,SLC,Salt Lake City, UT,694,3,
4209.00,NK,Spirit Air Lines,11066,CMH,Columbus, OH,12889,LAS,Las Vegas, NV,694,3,
4209.00,UA,United Air Lines Inc.,12264,IAD,Washington, DC,14747,SEA,Seattle, WA,694,3,
4209.00,WN,Southwest Airlines Co.,11697,FLL,Fort Lauderdale, FL,10693,BNA,Nashville, TN,614,3,
4210.00,YV,Mesa Airlines Inc.,14193,PNS,Pensacola, FL,12266,IAH,Houston, TX,673,3,
4210.00,AA,American Airlines Inc.,13204,MCO,Orlando, FL,12953,LGA,New York, NY,614,3,
4211.00,NK,Spirit Air Lines,10821,BWI,Baltimore, MD,12266,IAH,Houston, TX,694,3,
4211.00,9E,Endeavor Air Inc.,10721,BOS,Boston, MA,11193,CVG,Cincinnati, OH,638,3,
4212.00,WN,Southwest Airlines Co.,14893,SMF,Sacramento, CA,15016,STL,St. Louis, MO,614,3,
4212.00,AS,Alaska Airlines Inc.,14057,PDX,Portland, OR,14747,SEA,Seattle, WA,614,3,
4212.00,B6,JetBlue Airways,10994,CHS,Charleston, SC,11278,DCA,Washington, DC,678,3,
4212.00,WN,Southwest Airlines Co.,13851,OKC,Oklahoma City, OK,12191,HOU,Houston, TX,614,3,
4213.00,AS,Alaska Airlines Inc.,14057,PDX,Portland, OR,14908,SNA,Santa Ana, CA,614,3,
4213.00,WN,Southwest Airlines Co.,14492,RDU,Raleigh/Durham, NC,11292,DEN,Denver, CO,614,3,
4213.00,WN,Southwest Airlines Co.,15016,STL,St. Louis, MO,12889,LAS,Las Vegas, NV,612,3,
4214.00,B6,JetBlue Airways,14869,SLC,Salt Lake City, UT,10721,BOS,Boston, MA,694,3,
4215.00,QX,Horizon Air,14747,SEA,Seattle, WA,14057,PDX,Portland, OR,673,3,
4215.00,9E,Endeavor Air Inc.,11433,DTW,Detroit, MI,12266,IAH,Houston, TX,638,3,
4215.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,11641,FAY,Fayetteville, NC,694,3,
4216.00,WN,Southwest Airlines Co.,11292,DEN,Denver, CO,14683,SAT,San Antonio, TX,612,3,
4216.00,AA,American Airlines Inc.,14747,SEA,Seattle, WA,14107,PHX,Phoenix, AZ,694,3,
4216.00,OO,SkyWest Airlines Inc.,14771,SFO,San Francisco, CA,14262,PSP,Palm Springs, CA,629,3,
4217.00,WN,Southwest Airlines Co.,10140,ABQ,Albuquerque, NM,13232,MDW,Chicago, IL,612,3,
4217.00,WN,Southwest Airlines Co.,14679,SAN,San Diego, CA,15016,STL,St. Louis, MO,614,3,
4217.00,QX,Horizon Air,14747,SEA,Seattle, WA,11259,DAL,Dallas, TX,673,3,
4218.00,MQ,Envoy Air,12451,JAX,Jacksonville, FL,13303,MIA,Miami, FL,675,3,
4219.00,DL,Delta Air Lines Inc.,14986,SRQ,Sarasota/Bradenton, FL,12953,LGA,New York, NY,694,3,
4219.00,WN,Southwest Airlines Co.,14683,SAT,San Antonio, TX,11540,ELP,El Paso, TX,612,3,
4220.00,G4,Allegiant Air,14108,PIA,Peoria, IL,14082,PGD,Punta Gorda, FL,694,3,
4220.00,NK,Spirit Air Lines,13495,MSY,New Orleans, LA,10397,ATL,Atlanta, GA,694,3,
4221.00,NK,Spirit Air Lines,12889,LAS,Las Vegas, NV,13495,MSY,New Orleans, LA,698,3,
4221.00,WN,Southwest Airlines Co.,14683,SAT,San Antonio, TX,12889,LAS,Las Vegas, NV,612,3,
4222.00,QX,Horizon Air,13891,ONT,Ontario, CA,14057,PDX,Portland, OR,673,3,
4222.00,B6,JetBlue Airways,14869,SLC,Salt Lake City, UT,11697,FLL,Fort Lauderdale, FL,694,3,
4222.00,WN,Southwest Airlines Co.,12391,ISP,Islip, NY,14027,PBI,West Palm Beach/Palm Beach, FL,612,3,
4223.00,NK,Spirit Air Lines,12892,LAX,Los Angeles, CA,13495,MSY,New Orleans, LA,698,3,
4223.00,YV,Mesa Airlines Inc.,13244,MEM,Memphis, TN,14107,PHX,Phoenix, AZ,638,3,
4223.00,OO,SkyWest Airlines Inc.,13264,MFR,Medford, OR,14771,SFO,San Francisco, CA,629,3,
4226.00,YX,Republic Airline,11278,DCA,Washington, DC,12217,HSV,Huntsville, AL,673,3,
4226.00,9E,Endeavor Air Inc.,11193,CVG,Cincinnati, OH,13930,ORD,Chicago, IL,629,3,
4228.00,NK,Spirit Air Lines,12266,IAH,Houston, TX,11433,DTW,Detroit, MI,694,3,
4229.00,9E,Endeavor Air Inc.,11042,CLE,Cleveland, OH,10721,BOS,Boston, MA,638,3,
4229.00,OO,SkyWest Airlines Inc.,14057,PDX,Portland, OR,14869,SLC,Salt Lake City, UT,673,3,
4229.00,NK,Spirit Air Lines,13930,ORD,Chicago, IL,14679,SAN,San Diego, CA,698,3,
4229.00,MQ,Envoy Air,13303,MIA,Miami, FL,11193,CVG,Cincinnati, OH,675,3,
4231.00,WN,Southwest Airlines Co.,14100,PHL,Philadelphia, PA,11292,DEN,Denver, CO,614,3,
4231.00,B6,JetBlue Airways,10721,BOS,Boston, MA,14869,SLC,Salt Lake City, UT,694,3,
4232.00,UA,United Air Lines Inc.,12892,LAX,Los Angeles, CA,14771,SFO,San Francisco, CA,694,3,
4232.00,WN,Southwest Airlines Co.,11292,DEN,Denver, CO,14679,SAN,San Diego, CA,614,3,
4232.00,WN,Southwest Airlines Co.,13495,MSY,New Orleans, LA,13204,MCO,Orlando, FL,614,3,
4233.00,WN,Southwest Airlines Co.,14683,SAT,San Antonio, TX,14107,PHX,Phoenix, AZ,614,3,
4234.00,NK,Spirit Air Lines,10721,BOS,Boston, MA,15304,TPA,Tampa, FL,694,3,
4234.00,DL,Delta Air Lines Inc.,13495,MSY,New Orleans, LA,14869,SLC,Salt Lake City, UT,614,3,
4235.00,WN,Southwest Airlines Co.,11066,CMH,Columbus, OH,12889,LAS,Las Vegas, NV,612,3,
4235.00,B6,JetBlue Airways,12892,LAX,Los Angeles, CA,13204,MCO,Orlando, FL,694,3,
4235.00,B6,JetBlue Airways,11697,FLL,Fort Lauderdale, FL,12889,LAS,Las Vegas, NV,694,3,
4236.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,10994,CHS,Charleston, SC,888,3,
4236.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,11298,DFW,Dallas/Fort Worth, TX,614,3,
4236.00,G4,Allegiant Air,15412,TYS,Knoxville, TN,14112,PIE,St. Petersburg, FL,694,3,
4238.00,9E,Endeavor Air Inc.,13487,MSP,Minneapolis, MN,15016,STL,St. Louis, MO,638,3,
4241.00,DL,Delta Air Lines Inc.,13487,MSP,Minneapolis, MN,14107,PHX,Phoenix, AZ,626,3,
4241.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,10693,BNA,Nashville, TN,614,3,
4244.00,NK,Spirit Air Lines,14122,PIT,Pittsburgh, PA,12889,LAS,Las Vegas, NV,694,3,
4245.00,NK,Spirit Air Lines,11298,DFW,Dallas/Fort Worth, TX,10821,BWI,Baltimore, MD,694,3,
4245.00,UA,United Air Lines Inc.,11618,EWR,Newark, NJ,11298,DFW,Dallas/Fort Worth, TX,698,3,
4245.00,NK,Spirit Air Lines,13204,MCO,Orlando, FL,13198,MCI,Kansas City, MO,694,3,
4245.00,YX,Republic Airline,11193,CVG,Cincinnati, OH,13930,ORD,Chicago, IL,673,3,
4246.00,WN,Southwest Airlines Co.,10397,ATL,Atlanta, GA,14679,SAN,San Diego, CA,614,3,
4246.00,OO,SkyWest Airlines Inc.,10693,BNA,Nashville, TN,13930,ORD,Chicago, IL,673,3,
4247.00,DL,Delta Air Lines Inc.,11193,CVG,Cincinnati, OH,14771,SFO,San Francisco, CA,888,3,
4248.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,11298,DFW,Dallas/Fort Worth, TX,888,3,
4248.00,WN,Southwest Airlines Co.,14831,SJC,San Jose, CA,12889,LAS,Las Vegas, NV,614,3,
4248.00,WN,Southwest Airlines Co.,12191,HOU,Houston, TX,14679,SAN,San Diego, CA,612,3,
4248.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,13303,MIA,Miami, FL,614,3,
4249.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,13577,MYR,Myrtle Beach, SC,656,3,
4249.00,C5,Commutair Aka Champlain Enterprises, Inc.,12264,IAD,Washington, DC,11618,EWR,Newark, NJ,675,3,
4250.00,UA,United Air Lines Inc.,12266,IAH,Houston, TX,10721,BOS,Boston, MA,614,3,
4250.00,NK,Spirit Air Lines,11697,FLL,Fort Lauderdale, FL,13487,MSP,Minneapolis, MN,694,3,
4250.00,AS,Alaska Airlines Inc.,12173,HNL,Honolulu, HI,14679,SAN,San Diego, CA,614,3,
4252.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,11278,DCA,Washington, DC,694,3,
4255.00,AS,Alaska Airlines Inc.,10299,ANC,Anchorage, AK,12173,HNL,Honolulu, HI,614,3,
4255.00,MQ,Envoy Air,14524,RIC,Richmond, VA,13930,ORD,Chicago, IL,631,3,
4256.00,UA,United Air Lines Inc.,11618,EWR,Newark, NJ,14747,SEA,Seattle, WA,614,3,
4257.00,WN,Southwest Airlines Co.,11697,FLL,Fort Lauderdale, FL,14843,SJU,San Juan, PR,614,3,
4258.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,14492,RDU,Raleigh/Durham, NC,698,3,
4259.00,NK,Spirit Air Lines,11697,FLL,Fort Lauderdale, FL,14122,PIT,Pittsburgh, PA,698,3,
4260.00,B6,JetBlue Airways,12954,LGB,Long Beach, CA,14057,PDX,Portland, OR,694,3,
4260.00,NK,Spirit Air Lines,11433,DTW,Detroit, MI,13198,MCI,Kansas City, MO,694,3,
4260.00,F9,Frontier Airlines Inc.,13204,MCO,Orlando, FL,15016,STL,St. Louis, MO,722,3,
4262.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,14107,PHX,Phoenix, AZ,626,3,
4263.00,WN,Southwest Airlines Co.,13232,MDW,Chicago, IL,10529,BDL,Hartford, CT,612,3,
4264.00,G4,Allegiant Air,11775,FSD,Sioux Falls, SD,10466,AZA,Phoenix, AZ,694,3,
4264.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,13871,OMA,Omaha, NE,638,3,
4265.00,DL,Delta Air Lines Inc.,15304,TPA,Tampa, FL,14869,SLC,Salt Lake City, UT,888,3,
4265.00,NK,Spirit Air Lines,13204,MCO,Orlando, FL,14100,PHL,Philadelphia, PA,698,3,
4266.00,OO,SkyWest Airlines Inc.,11433,DTW,Detroit, MI,14696,SBN,South Bend, IN,629,3,
4266.00,B6,JetBlue Airways,14107,PHX,Phoenix, AZ,12478,JFK,New York, NY,694,3,
4266.00,OH,PSA Airlines Inc.,15919,XNA,Fayetteville, AR,11057,CLT,Charlotte, NC,638,3,
4267.00,DL,Delta Air Lines Inc.,13204,MCO,Orlando, FL,10397,ATL,Atlanta, GA,626,3,
4267.00,F9,Frontier Airlines Inc.,11292,DEN,Denver, CO,13487,MSP,Minneapolis, MN,722,3,
4268.00,DL,Delta Air Lines Inc.,14869,SLC,Salt Lake City, UT,10849,BZN,Bozeman, MT,699,3,
4268.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,13360,MLB,Melbourne, FL,638,3,
