PASSENGERS,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,AIRCRAFT_TYPE,MONTH,
260.00,DL,Delta Air Lines Inc.,12478,JFK,New York, NY,13204,MCO,Orlando, FL,614,3,
261.00,NK,Spirit Air Lines,12266,IAH,Houston, TX,11697,FLL,Fort Lauderdale, FL,699,3,
261.00,WN,Southwest Airlines Co.,13204,MCO,Orlando, FL,14488,RDG,Reading, PA,612,3,
261.00,KS,Peninsula Airways Inc.,10917,CDB,Cold Bay, AK,14738,SDP,Sandpoint, AK,432,3,
261.00,YX,Republic Airline,13930,ORD,Chicago, IL,12953,LGA,New York, NY,673,3,
261.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,13830,OGG,Kahului, HI,627,3,
261.00,UA,United Air Lines Inc.,12264,IAD,Washington, DC,11042,CLE,Cleveland, OH,888,3,
262.00,G4,Allegiant Air,14112,PIE,St. Petersburg, FL,14783,SGF,Springfield, MO,698,3,
262.00,OO,SkyWest Airlines Inc.,12264,IAD,Washington, DC,12339,IND,Indianapolis, IN,629,3,
262.00,OO,SkyWest Airlines Inc.,14107,PHX,Phoenix, AZ,14771,SFO,San Francisco, CA,673,3,
262.00,OO,SkyWest Airlines Inc.,10397,ATL,Atlanta, GA,11996,GSP,Greer, SC,638,3,
263.00,G4,Allegiant Air,10849,BZN,Bozeman, MT,10466,AZA,Phoenix, AZ,698,3,
263.00,DL,Delta Air Lines Inc.,11193,CVG,Cincinnati, OH,10397,ATL,Atlanta, GA,655,3,
263.00,YV,Mesa Airlines Inc.,11267,DAY,Dayton, OH,12264,IAD,Washington, DC,631,3,
263.00,AS,Alaska Airlines Inc.,10165,ADK,Adak Island, AK,10299,ANC,Anchorage, AK,612,3,
263.00,YX,Republic Airline,11042,CLE,Cleveland, OH,15304,TPA,Tampa, FL,673,3,
263.00,NK,Spirit Air Lines,13577,MYR,Myrtle Beach, SC,14122,PIT,Pittsburgh, PA,722,3,
263.00,WN,Southwest Airlines Co.,11697,FLL,Fort Lauderdale, FL,14107,PHX,Phoenix, AZ,838,3,
263.00,YX,Republic Airline,12266,IAH,Houston, TX,15304,TPA,Tampa, FL,677,3,
263.00,G4,Allegiant Air,12280,IDA,Idaho Falls, ID,10466,AZA,Phoenix, AZ,698,3,
264.00,G7,GoJet Airlines LLC d/b/a United Express,11066,CMH,Columbus, OH,11433,DTW,Detroit, MI,631,3,
264.00,G7,GoJet Airlines LLC d/b/a United Express,13487,MSP,Minneapolis, MN,11292,DEN,Denver, CO,631,3,
264.00,YX,Republic Airline,12266,IAH,Houston, TX,10140,ABQ,Albuquerque, NM,677,3,
264.00,UA,United Air Lines Inc.,14122,PIT,Pittsburgh, PA,13930,ORD,Chicago, IL,888,3,
264.00,YV,Mesa Airlines Inc.,14730,SDF,Louisville, KY,12266,IAH,Houston, TX,673,3,
265.00,MQ,Envoy Air,14193,PNS,Pensacola, FL,13930,ORD,Chicago, IL,673,3,
265.00,SY,Sun Country Airlines d/b/a MN Airlines,10666,BLI,Bellingham, WA,10590,IFP,Bullhead City, AZ,614,3,
265.00,SY,Sun Country Airlines d/b/a MN Airlines,10590,IFP,Bullhead City, AZ,10666,BLI,Bellingham, WA,614,3,
265.00,WN,Southwest Airlines Co.,10821,BWI,Baltimore, MD,11292,DEN,Denver, CO,838,3,
265.00,KS,Peninsula Airways Inc.,10299,ANC,Anchorage, AK,14738,SDP,Sandpoint, AK,432,3,
265.00,G7,GoJet Airlines LLC d/b/a United Express,11278,DCA,Washington, DC,11433,DTW,Detroit, MI,638,3,
265.00,AA,American Airlines Inc.,13487,MSP,Minneapolis, MN,13930,ORD,Chicago, IL,699,3,
265.00,WN,Southwest Airlines Co.,14679,SAN,San Diego, CA,11618,EWR,Newark, NJ,612,3,
265.00,AS,Alaska Airlines Inc.,12892,LAX,Los Angeles, CA,11618,EWR,Newark, NJ,614,3,
265.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,14683,SAT,San Antonio, TX,694,3,
265.00,OO,SkyWest Airlines Inc.,12915,LCH,Lake Charles, LA,12266,IAH,Houston, TX,629,3,
266.00,WN,Southwest Airlines Co.,11066,CMH,Columbus, OH,13796,OAK,Oakland, CA,614,3,
266.00,4W,Warbelow,11214,CXF,Coldfoot, AK,11630,FAI,Fairbanks, AK,194,3,
266.00,YX,Republic Airline,11618,EWR,Newark, NJ,10581,BGR,Bangor, ME,673,3,
266.00,AS,Alaska Airlines Inc.,12266,IAH,Houston, TX,14747,SEA,Seattle, WA,614,3,
266.00,AS,Alaska Airlines Inc.,14747,SEA,Seattle, WA,14689,SBA,Santa Barbara, CA,612,3,
266.00,UA,United Air Lines Inc.,12264,IAD,Washington, DC,14683,SAT,San Antonio, TX,694,3,
266.00,OO,SkyWest Airlines Inc.,14108,PIA,Peoria, IL,13930,ORD,Chicago, IL,629,3,
266.00,YV,Mesa Airlines Inc.,12264,IAD,Washington, DC,11057,CLT,Charlotte, NC,673,3,
266.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,11995,GSO,Greensboro/High Point, NC,656,3,
266.00,DL,Delta Air Lines Inc.,12945,LEX,Lexington, KY,10397,ATL,Atlanta, GA,699,3,
267.00,OO,SkyWest Airlines Inc.,14771,SFO,San Francisco, CA,13476,MRY,Monterey, CA,673,3,
267.00,OO,SkyWest Airlines Inc.,11292,DEN,Denver, CO,14193,PNS,Pensacola, FL,673,3,
267.00,WN,Southwest Airlines Co.,11259,DAL,Dallas, TX,12953,LGA,New York, NY,614,3,
267.00,AA,American Airlines Inc.,10397,ATL,Atlanta, GA,11298,DFW,Dallas/Fort Worth, TX,655,3,
267.00,G4,Allegiant Air,13367,MLI,Moline, IL,14112,PIE,St. Petersburg, FL,698,3,
267.00,G4,Allegiant Air,10466,AZA,Phoenix, AZ,14252,PSC,Pasco/Kennewick/Richland, WA,698,3,
267.00,WN,Southwest Airlines Co.,13796,OAK,Oakland, CA,12191,HOU,Houston, TX,838,3,
267.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,11042,CLE,Cleveland, OH,614,3,
267.00,WN,Southwest Airlines Co.,10821,BWI,Baltimore, MD,11433,DTW,Detroit, MI,614,3,
267.00,DL,Delta Air Lines Inc.,11292,DEN,Denver, CO,13487,MSP,Minneapolis, MN,614,3,
268.00,EV,ExpressJet Airlines LLC,13198,MCI,Kansas City, MO,13930,ORD,Chicago, IL,675,3,
268.00,UA,United Air Lines Inc.,10397,ATL,Atlanta, GA,11618,EWR,Newark, NJ,888,3,
268.00,OO,SkyWest Airlines Inc.,12339,IND,Indianapolis, IN,13487,MSP,Minneapolis, MN,638,3,
268.00,WN,Southwest Airlines Co.,10821,BWI,Baltimore, MD,14730,SDF,Louisville, KY,614,3,
268.00,F9,Frontier Airlines Inc.,13486,MSO,Missoula, MT,11292,DEN,Denver, CO,694,3,
268.00,G4,Allegiant Air,11996,GSP,Greer, SC,14761,SFB,Sanford, FL,698,3,
269.00,EV,ExpressJet Airlines LLC,11146,CRW,Charleston/Dunbar, WV,13930,ORD,Chicago, IL,629,3,
269.00,WN,Southwest Airlines Co.,11259,DAL,Dallas, TX,10397,ATL,Atlanta, GA,838,3,
269.00,WN,Southwest Airlines Co.,13871,OMA,Omaha, NE,13232,MDW,Chicago, IL,614,3,
269.00,YX,Republic Airline,11042,CLE,Cleveland, OH,13930,ORD,Chicago, IL,677,3,
269.00,YX,Republic Airline,12953,LGA,New York, NY,13930,ORD,Chicago, IL,673,3,
269.00,UA,United Air Lines Inc.,11298,DFW,Dallas/Fort Worth, TX,14771,SFO,San Francisco, CA,694,3,
269.00,B6,JetBlue Airways,12478,JFK,New York, NY,12451,JAX,Jacksonville, FL,699,3,
269.00,YV,Mesa Airlines Inc.,11423,DSM,Des Moines, IA,11298,DFW,Dallas/Fort Worth, TX,638,3,
269.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,12264,IAD,Washington, DC,656,3,
270.00,EV,ExpressJet Airlines LLC,12266,IAH,Houston, TX,11193,CVG,Cincinnati, OH,675,3,
270.00,AA,American Airlines Inc.,15016,STL,St. Louis, MO,14107,PHX,Phoenix, AZ,694,3,
270.00,YX,Republic Airline,14730,SDF,Louisville, KY,12953,LGA,New York, NY,677,3,
270.00,OH,PSA Airlines Inc.,11278,DCA,Washington, DC,15096,SYR,Syracuse, NY,638,3,
270.00,G4,Allegiant Air,14761,SFB,Sanford, FL,11637,FAR,Fargo, ND,694,3,
270.00,MQ,Envoy Air,13930,ORD,Chicago, IL,10849,BZN,Bozeman, MT,631,3,
270.00,OO,SkyWest Airlines Inc.,13930,ORD,Chicago, IL,11193,CVG,Cincinnati, OH,629,3,
271.00,WN,Southwest Airlines Co.,10821,BWI,Baltimore, MD,13296,MHT,Manchester, NH,838,3,
271.00,WN,Southwest Airlines Co.,12191,HOU,Houston, TX,11140,CRP,Corpus Christi, TX,614,3,
271.00,4B,Boutique Air,11292,DEN,Denver, CO,10925,CDR,Chadron, NE,479,3,
271.00,WN,Southwest Airlines Co.,14869,SLC,Salt Lake City, UT,11259,DAL,Dallas, TX,614,3,
271.00,G4,Allegiant Air,14112,PIE,St. Petersburg, FL,11823,FWA,Fort Wayne, IN,698,3,
271.00,OO,SkyWest Airlines Inc.,15389,TWF,Twin Falls, ID,14869,SLC,Salt Lake City, UT,631,3,
271.00,YV,Mesa Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,13871,OMA,Omaha, NE,638,3,
271.00,9X,Southern Airways Express, dba Mokulele Airlines,11298,DFW,Dallas/Fort Worth, TX,12207,HRO,Harrison, AR,416,3,
272.00,NK,Spirit Air Lines,13204,MCO,Orlando, FL,10732,BQN,Aguadilla, PR,722,3,
272.00,G7,GoJet Airlines LLC d/b/a United Express,11433,DTW,Detroit, MI,11278,DCA,Washington, DC,638,3,
272.00,AA,American Airlines Inc.,13930,ORD,Chicago, IL,13303,MIA,Miami, FL,627,3,
272.00,AA,American Airlines Inc.,15376,TUS,Tucson, AZ,11298,DFW,Dallas/Fort Worth, TX,699,3,
272.00,WN,Southwest Airlines Co.,15304,TPA,Tampa, FL,14635,RSW,Fort Myers, FL,612,3,
272.00,YX,Republic Airline,10140,ABQ,Albuquerque, NM,12266,IAH,Houston, TX,677,3,
272.00,YX,Republic Airline,10581,BGR,Bangor, ME,11618,EWR,Newark, NJ,673,3,
272.00,YX,Republic Airline,10747,BRO,Brownsville, TX,12266,IAH,Houston, TX,673,3,
272.00,AS,Alaska Airlines Inc.,13930,ORD,Chicago, IL,14057,PDX,Portland, OR,721,3,
272.00,UA,United Air Lines Inc.,11618,EWR,Newark, NJ,13198,MCI,Kansas City, MO,694,3,
272.00,UA,United Air Lines Inc.,12264,IAD,Washington, DC,12266,IAH,Houston, TX,614,3,
273.00,NK,Spirit Air Lines,15027,STX,Christiansted, VI,11697,FLL,Fort Lauderdale, FL,694,3,
273.00,KS,Peninsula Airways Inc.,10299,ANC,Anchorage, AK,10917,CDB,Cold Bay, AK,432,3,
273.00,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,Juneau, AK,14797,SGY,Skagway, AK,415,3,
273.00,G7,GoJet Airlines LLC d/b/a United Express,10140,ABQ,Albuquerque, NM,13930,ORD,Chicago, IL,631,3,
273.00,G7,GoJet Airlines LLC d/b/a United Express,11540,ELP,El Paso, TX,13930,ORD,Chicago, IL,631,3,
273.00,4B,Boutique Air,14943,SOW,Show Low, AZ,14107,PHX,Phoenix, AZ,479,3,
273.00,WN,Southwest Airlines Co.,14635,RSW,Fort Myers, FL,13232,MDW,Chicago, IL,838,3,
273.00,WN,Southwest Airlines Co.,15016,STL,St. Louis, MO,10397,ATL,Atlanta, GA,614,3,
273.00,YX,Republic Airline,10994,CHS,Charleston, SC,13930,ORD,Chicago, IL,673,3,
273.00,AS,Alaska Airlines Inc.,13204,MCO,Orlando, FL,14771,SFO,San Francisco, CA,721,3,
273.00,AS,Alaska Airlines Inc.,14747,SEA,Seattle, WA,13871,OMA,Omaha, NE,634,3,
273.00,B6,JetBlue Airways,11278,DCA,Washington, DC,11697,FLL,Fort Lauderdale, FL,694,3,
273.00,G4,Allegiant Air,14761,SFB,Sanford, FL,15370,TUL,Tulsa, OK,698,3,
273.00,OO,SkyWest Airlines Inc.,11292,DEN,Denver, CO,15376,TUS,Tucson, AZ,673,3,
273.00,OO,SkyWest Airlines Inc.,13204,MCO,Orlando, FL,11986,GRR,Grand Rapids, MI,638,3,
273.00,OO,SkyWest Airlines Inc.,14193,PNS,Pensacola, FL,11292,DEN,Denver, CO,673,3,
273.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,10994,CHS,Charleston, SC,655,3,
274.00,EV,ExpressJet Airlines LLC,12945,LEX,Lexington, KY,13930,ORD,Chicago, IL,629,3,
274.00,WN,Southwest Airlines Co.,12339,IND,Indianapolis, IN,11292,DEN,Denver, CO,838,3,
274.00,DL,Delta Air Lines Inc.,14747,SEA,Seattle, WA,12892,LAX,Los Angeles, CA,622,3,
274.00,G7,GoJet Airlines LLC d/b/a United Express,13342,MKE,Milwaukee, WI,11292,DEN,Denver, CO,631,3,
274.00,3E,Multi-Aero, Inc. d/b/a Air Choice One,13348,MKL,Jackson, TN,15016,STL,St. Louis, MO,415,3,
274.00,WN,Southwest Airlines Co.,13796,OAK,Oakland, CA,13198,MCI,Kansas City, MO,614,3,
274.00,WN,Southwest Airlines Co.,14747,SEA,Seattle, WA,14831,SJC,San Jose, CA,838,3,
274.00,YX,Republic Airline,10721,BOS,Boston, MA,14635,RSW,Fort Myers, FL,677,3,
274.00,YX,Republic Airline,11433,DTW,Detroit, MI,12945,LEX,Lexington, KY,677,3,
274.00,9E,Endeavor Air Inc.,13342,MKE,Milwaukee, WI,11433,DTW,Detroit, MI,638,3,
274.00,AS,Alaska Airlines Inc.,14771,SFO,San Francisco, CA,14747,SEA,Seattle, WA,612,3,
274.00,UA,United Air Lines Inc.,10529,BDL,Hartford, CT,13930,ORD,Chicago, IL,698,3,
274.00,OO,SkyWest Airlines Inc.,12892,LAX,Los Angeles, CA,14262,PSP,Palm Springs, CA,673,3,
275.00,NK,Spirit Air Lines,11697,FLL,Fort Lauderdale, FL,12451,JAX,Jacksonville, FL,694,3,
275.00,WN,Southwest Airlines Co.,12889,LAS,Las Vegas, NV,14679,SAN,San Diego, CA,838,3,
275.00,DL,Delta Air Lines Inc.,14747,SEA,Seattle, WA,10397,ATL,Atlanta, GA,687,3,
275.00,YX,Republic Airline,13204,MCO,Orlando, FL,11278,DCA,Washington, DC,677,3,
275.00,YX,Republic Airline,13204,MCO,Orlando, FL,13244,MEM,Memphis, TN,677,3,
275.00,YX,Republic Airline,15096,SYR,Syracuse, NY,11618,EWR,Newark, NJ,677,3,
275.00,UA,United Air Lines Inc.,12264,IAD,Washington, DC,13303,MIA,Miami, FL,614,3,
275.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,12264,IAD,Washington, DC,631,3,
275.00,OH,PSA Airlines Inc.,12197,HPN,White Plains, NY,11057,CLT,Charlotte, NC,638,3,
275.00,UA,United Air Lines Inc.,14771,SFO,San Francisco, CA,14570,RNO,Reno, NV,888,3,
276.00,NK,Spirit Air Lines,10158,ACY,Atlantic City, NJ,11697,FLL,Fort Lauderdale, FL,694,3,
276.00,NK,Spirit Air Lines,10397,ATL,Atlanta, GA,11618,EWR,Newark, NJ,722,3,
276.00,WN,Southwest Airlines Co.,12889,LAS,Las Vegas, NV,12992,LIT,Little Rock, AR,838,3,
276.00,YX,Republic Airline,12266,IAH,Houston, TX,10994,CHS,Charleston, SC,673,3,
276.00,AS,Alaska Airlines Inc.,14679,SAN,San Diego, CA,11618,EWR,Newark, NJ,614,3,
276.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,11423,DSM,Des Moines, IA,888,3,
276.00,UA,United Air Lines Inc.,12266,IAH,Houston, TX,11042,CLE,Cleveland, OH,634,3,
276.00,B6,JetBlue Airways,10800,BUR,Burbank, CA,10140,ABQ,Albuquerque, NM,694,3,
276.00,B6,JetBlue Airways,14869,SLC,Salt Lake City, UT,12478,JFK,New York, NY,699,3,
276.00,MQ,Envoy Air,11298,DFW,Dallas/Fort Worth, TX,15016,STL,St. Louis, MO,673,3,
276.00,OO,SkyWest Airlines Inc.,13204,MCO,Orlando, FL,10693,BNA,Nashville, TN,631,3,
276.00,YV,Mesa Airlines Inc.,12266,IAH,Houston, TX,14730,SDF,Louisville, KY,673,3,
276.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,10397,ATL,Atlanta, GA,655,3,
277.00,NK,Spirit Air Lines,11697,FLL,Fort Lauderdale, FL,10423,AUS,Austin, TX,694,3,
277.00,NK,Spirit Air Lines,13577,MYR,Myrtle Beach, SC,10821,BWI,Baltimore, MD,722,3,
277.00,SY,Sun Country Airlines d/b/a MN Airlines,10590,IFP,Bullhead City, AZ,10620,BIL,Billings, MT,614,3,
277.00,WN,Southwest Airlines Co.,11042,CLE,Cleveland, OH,13232,MDW,Chicago, IL,838,3,
277.00,WN,Southwest Airlines Co.,12191,HOU,Houston, TX,15016,STL,St. Louis, MO,838,3,
277.00,OO,SkyWest Airlines Inc.,13930,ORD,Chicago, IL,13502,MTJ,Montrose/Delta, CO,631,3,
277.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,13303,MIA,Miami, FL,622,3,
277.00,AA,American Airlines Inc.,12451,JAX,Jacksonville, FL,14100,PHL,Philadelphia, PA,694,3,
277.00,QX,Horizon Air,14747,SEA,Seattle, WA,12889,LAS,Las Vegas, NV,673,3,
277.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,10721,BOS,Boston, MA,687,3,
277.00,DL,Delta Air Lines Inc.,11995,GSO,Greensboro/High Point, NC,10397,ATL,Atlanta, GA,656,3,
278.00,WN,Southwest Airlines Co.,10397,ATL,Atlanta, GA,14027,PBI,West Palm Beach/Palm Beach, FL,838,3,
278.00,WN,Southwest Airlines Co.,11433,DTW,Detroit, MI,10821,BWI,Baltimore, MD,614,3,
278.00,AA,American Airlines Inc.,13204,MCO,Orlando, FL,11057,CLT,Charlotte, NC,687,3,
278.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,11278,DCA,Washington, DC,631,3,
278.00,OO,SkyWest Airlines Inc.,10140,ABQ,Albuquerque, NM,11292,DEN,Denver, CO,629,3,
278.00,G4,Allegiant Air,11775,FSD,Sioux Falls, SD,14761,SFB,Sanford, FL,694,3,
278.00,OO,SkyWest Airlines Inc.,14869,SLC,Salt Lake City, UT,14893,SMF,Sacramento, CA,631,3,
278.00,AA,American Airlines Inc.,12889,LAS,Las Vegas, NV,11298,DFW,Dallas/Fort Worth, TX,889,3,
279.00,NK,Spirit Air Lines,13204,MCO,Orlando, FL,10529,BDL,Hartford, CT,722,3,
279.00,F9,Frontier Airlines Inc.,11423,DSM,Des Moines, IA,11292,DEN,Denver, CO,722,3,
279.00,WN,Southwest Airlines Co.,13204,MCO,Orlando, FL,10257,ALB,Albany, NY,838,3,
279.00,YX,Republic Airline,11278,DCA,Washington, DC,13204,MCO,Orlando, FL,677,3,
279.00,YX,Republic Airline,11433,DTW,Detroit, MI,14730,SDF,Louisville, KY,677,3,
279.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,13495,MSY,New Orleans, LA,638,3,
279.00,B6,JetBlue Airways,11618,EWR,Newark, NJ,10721,BOS,Boston, MA,699,3,
279.00,UA,United Air Lines Inc.,15304,TPA,Tampa, FL,11618,EWR,Newark, NJ,626,3,
280.00,WN,Southwest Airlines Co.,10423,AUS,Austin, TX,11259,DAL,Dallas, TX,614,3,
280.00,WN,Southwest Airlines Co.,11066,CMH,Columbus, OH,10721,BOS,Boston, MA,614,3,
280.00,WN,Southwest Airlines Co.,14869,SLC,Salt Lake City, UT,12892,LAX,Los Angeles, CA,614,3,
280.00,YX,Republic Airline,13930,ORD,Chicago, IL,14683,SAT,San Antonio, TX,673,3,
280.00,YX,Republic Airline,15096,SYR,Syracuse, NY,13930,ORD,Chicago, IL,677,3,
280.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,13303,MIA,Miami, FL,888,3,
280.00,G4,Allegiant Air,14112,PIE,St. Petersburg, FL,14730,SDF,Louisville, KY,698,3,
280.00,EV,ExpressJet Airlines LLC,14122,PIT,Pittsburgh, PA,11618,EWR,Newark, NJ,675,3,
280.00,QX,Horizon Air,12889,LAS,Las Vegas, NV,14747,SEA,Seattle, WA,673,3,
281.00,EV,ExpressJet Airlines LLC,12953,LGA,New York, NY,11042,CLE,Cleveland, OH,629,3,
281.00,WN,Southwest Airlines Co.,11292,DEN,Denver, CO,14893,SMF,Sacramento, CA,838,3,
281.00,1AQ,Via Airlines d/b/a Charter Air Transport,15370,TUL,Tulsa, OK,10423,AUS,Austin, TX,675,3,
281.00,WN,Southwest Airlines Co.,13204,MCO,Orlando, FL,10434,AVP,Scranton/Wilkes-Barre, PA,612,3,
281.00,AA,American Airlines Inc.,14107,PHX,Phoenix, AZ,14683,SAT,San Antonio, TX,699,3,
281.00,YX,Republic Airline,10693,BNA,Nashville, TN,11292,DEN,Denver, CO,673,3,
281.00,YX,Republic Airline,12266,IAH,Houston, TX,13851,OKC,Oklahoma City, OK,677,3,
281.00,AS,Alaska Airlines Inc.,14771,SFO,San Francisco, CA,13204,MCO,Orlando, FL,614,3,
281.00,B6,JetBlue Airways,12451,JAX,Jacksonville, FL,12478,JFK,New York, NY,699,3,
281.00,G4,Allegiant Air,11423,DSM,Des Moines, IA,10466,AZA,Phoenix, AZ,698,3,
281.00,YV,Mesa Airlines Inc.,12266,IAH,Houston, TX,11109,COS,Colorado Springs, CO,673,3,
281.00,9K,Cape Air,12932,LEB,Lebanon-Hanover, NH,12197,HPN,White Plains, NY,125,3,
281.00,DL,Delta Air Lines Inc.,12889,LAS,Las Vegas, NV,13487,MSP,Minneapolis, MN,614,3,
282.00,WN,Southwest Airlines Co.,10423,AUS,Austin, TX,13495,MSY,New Orleans, LA,614,3,
282.00,DL,Delta Air Lines Inc.,13303,MIA,Miami, FL,12478,JFK,New York, NY,614,3,
282.00,DL,Delta Air Lines Inc.,14683,SAT,San Antonio, TX,10397,ATL,Atlanta, GA,655,3,
282.00,4B,Boutique Air,10925,CDR,Chadron, NE,11292,DEN,Denver, CO,479,3,
282.00,YX,Republic Airline,14683,SAT,San Antonio, TX,11292,DEN,Denver, CO,673,3,
282.00,MW,Mokulele Flight Services, Inc.,13520,MUE,Kamuela, HI,13830,OGG,Kahului, HI,416,3,
282.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,12197,HPN,White Plains, NY,638,3,
282.00,G4,Allegiant Air,10676,BLV,Belleville, IL,14112,PIE,St. Petersburg, FL,698,3,
282.00,G4,Allegiant Air,14761,SFB,Sanford, FL,14122,PIT,Pittsburgh, PA,694,3,
282.00,OO,SkyWest Airlines Inc.,13204,MCO,Orlando, FL,13342,MKE,Milwaukee, WI,631,3,
282.00,OO,SkyWest Airlines Inc.,15016,STL,St. Louis, MO,13930,ORD,Chicago, IL,673,3,
282.00,DL,Delta Air Lines Inc.,12892,LAX,Los Angeles, CA,11433,DTW,Detroit, MI,614,3,
283.00,WN,Southwest Airlines Co.,10434,AVP,Scranton/Wilkes-Barre, PA,13204,MCO,Orlando, FL,612,3,
283.00,WN,Southwest Airlines Co.,13244,MEM,Memphis, TN,10693,BNA,Nashville, TN,612,3,
283.00,H6,Hageland Aviation Service,11630,FAI,Fairbanks, AK,11844,GAL,Galena, AK,405,3,
283.00,AA,American Airlines Inc.,12892,LAX,Los Angeles, CA,15376,TUS,Tucson, AZ,699,3,
283.00,WN,Southwest Airlines Co.,14107,PHX,Phoenix, AZ,15016,STL,St. Louis, MO,838,3,
283.00,ZW,Air Wisconsin Airlines Corp,12264,IAD,Washington, DC,11641,FAY,Fayetteville, NC,629,3,
283.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,12892,LAX,Los Angeles, CA,694,3,
283.00,UA,United Air Lines Inc.,14262,PSP,Palm Springs, CA,12266,IAH,Houston, TX,694,3,
283.00,C5,Commutair Aka Champlain Enterprises, Inc.,14576,ROC,Rochester, NY,12264,IAD,Washington, DC,675,3,
283.00,OO,SkyWest Airlines Inc.,13930,ORD,Chicago, IL,11977,GRB,Green Bay, WI,673,3,
283.00,YR,Grand Canyon Airlines, Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines,10011,1G4,Peach Springs, AZ,10661,BLD,Boulder City, NV,416,3,
284.00,F9,Frontier Airlines Inc.,11292,DEN,Denver, CO,13851,OKC,Oklahoma City, OK,694,3,
284.00,F9,Frontier Airlines Inc.,13204,MCO,Orlando, FL,10785,BTV,Burlington, VT,699,3,
284.00,WN,Southwest Airlines Co.,13796,OAK,Oakland, CA,14893,SMF,Sacramento, CA,612,3,
284.00,YX,Republic Airline,11618,EWR,Newark, NJ,13485,MSN,Madison, WI,677,3,
284.00,AS,Alaska Airlines Inc.,12478,JFK,New York, NY,12889,LAS,Las Vegas, NV,694,3,
284.00,AS,Alaska Airlines Inc.,13204,MCO,Orlando, FL,14771,SFO,San Francisco, CA,614,3,
284.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,10423,AUS,Austin, TX,839,3,
284.00,UA,United Air Lines Inc.,12264,IAD,Washington, DC,11697,FLL,Fort Lauderdale, FL,694,3,
284.00,G4,Allegiant Air,13832,OGS,Ogdensburg, NY,14112,PIE,St. Petersburg, FL,694,3,
284.00,MQ,Envoy Air,11298,DFW,Dallas/Fort Worth, TX,12891,LAW,Lawton/Fort Sill, OK,675,3,
284.00,MQ,Envoy Air,12448,JAN,Jackson/Vicksburg, MS,11298,DFW,Dallas/Fort Worth, TX,673,3,
284.00,EV,ExpressJet Airlines LLC,13158,MAF,Midland/Odessa, TX,12266,IAH,Houston, TX,675,3,
285.00,WN,Southwest Airlines Co.,10397,ATL,Atlanta, GA,13198,MCI,Kansas City, MO,838,3,
285.00,1WQ,Ultimate JetCharters LLC dba Ultimate Air Shuttle,11057,CLT,Charlotte, NC,13105,LUK,Cincinnati, OH,632,3,
285.00,WN,Southwest Airlines Co.,13204,MCO,Orlando, FL,10792,BUF,Buffalo, NY,838,3,
285.00,G7,GoJet Airlines LLC d/b/a United Express,14492,RDU,Raleigh/Durham, NC,11433,DTW,Detroit, MI,631,3,
285.00,AA,American Airlines Inc.,13930,ORD,Chicago, IL,11057,CLT,Charlotte, NC,694,3,
285.00,WN,Southwest Airlines Co.,13495,MSY,New Orleans, LA,15304,TPA,Tampa, FL,614,3,
285.00,WN,Southwest Airlines Co.,14107,PHX,Phoenix, AZ,14771,SFO,San Francisco, CA,838,3,
285.00,YX,Republic Airline,13930,ORD,Chicago, IL,11298,DFW,Dallas/Fort Worth, TX,673,3,
285.00,UA,United Air Lines Inc.,10785,BTV,Burlington, VT,13930,ORD,Chicago, IL,694,3,
285.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,12478,JFK,New York, NY,637,3,
285.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,13577,MYR,Myrtle Beach, SC,655,3,
286.00,WN,Southwest Airlines Co.,13204,MCO,Orlando, FL,10821,BWI,Baltimore, MD,838,3,
286.00,WN,Southwest Airlines Co.,13204,MCO,Orlando, FL,14843,SJU,San Juan, PR,838,3,
286.00,DL,Delta Air Lines Inc.,14747,SEA,Seattle, WA,11433,DTW,Detroit, MI,359,3,
286.00,AA,American Airlines Inc.,12953,LGA,New York, NY,13930,ORD,Chicago, IL,699,3,
